Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
26,Jeff Ayres,PF,27,SAS,51,0,383,5.2,8.9,0.579,0,0,,5.2,8.9,0.579,2.5,3.4,0.75,3.5,7.5,11,1.3,0.8,0.8,2.4,5.6,12.9
27,Luke Babbitt,SF,25,NOP,63,19,830,4,8.3,0.479,2.6,5,0.513,1.4,3.3,0.429,0.6,0.8,0.684,0.5,4.3,4.8,1,0.7,0.5,1.1,2.7,11.1
28,Cameron Bairstow,PF,24,CHI,18,1,64,1.7,7.9,0.214,0,0,,1.7,7.9,0.214,2.3,2.8,0.8,3.4,1.1,4.5,0.6,1.1,0.6,1.7,4.5,5.6
29,Leandro Barbosa,SG,32,GSW,66,1,982,6.7,14.2,0.474,1.6,4.1,0.384,5.1,10,0.511,2.1,2.7,0.784,0.8,2.5,3.3,3.6,1.5,0.3,1.6,3.2,17.1
30,J.J. Barea,PG,30,DAL,77,10,1362,5.9,14.2,0.42,1.4,4.4,0.323,4.5,9.8,0.463,2,2.5,0.809,0.6,2.9,3.5,7,0.9,0,1.9,2.7,15.3
31,Andrea Bargnani,C,29,NYK,29,22,785,7.5,16.6,0.454,0.7,1.9,0.366,6.8,14.7,0.466,4,4.9,0.813,1.5,4.4,5.8,2.1,0.1,1.2,1.9,2.4,19.7
32,Harrison Barnes,SF,22,GSW,82,82,2318,4.9,10.2,0.482,1.4,3.3,0.405,3.6,6.8,0.519,1.7,2.3,0.72,1.8,5.2,7,1.8,0.9,0.3,1.1,2.3,12.8
33,Matt Barnes,SF,34,LAC,76,74,2271,4.4,9.9,0.444,2.2,6,0.362,2.2,3.9,0.569,1.2,1.5,0.779,0.8,4,4.8,1.8,1.1,0.8,1.4,3.8,12.1
34,Earl Barron,C,33,PHO,16,1,143,3,9.8,0.308,0.5,1,0.5,2.5,8.8,0.286,1.5,3,0.5,3.5,3.5,7,1.3,1,0.5,1.3,6.5,8.1
35,Will Barton,SG,24,TOT,58,0,983,5.5,12.9,0.425,0.8,3.1,0.271,4.7,9.8,0.474,2.7,3.4,0.787,1,5,5.9,3,1.8,0.7,2.2,2.6,14.5
36,Brandon Bass,PF,29,BOS,82,43,1929,6.4,12.7,0.504,0.2,0.6,0.281,6.3,12.1,0.515,3.2,4,0.79,2.6,4.8,7.4,1.9,0.8,0.6,1.5,2.6,16.2
37,Nicolas Batum,SF,26,POR,71,71,2380,3.6,9.1,0.4,1.5,4.7,0.324,2.1,4.4,0.481,1.3,1.5,0.857,0.9,5.4,6.3,5.2,1.2,0.6,2,1.6,10
38,Jerryd Bayless,PG,26,MIL,77,4,1717,4.6,10.8,0.426,0.8,2.5,0.308,3.8,8.3,0.462,2.5,2.9,0.883,0.5,4,4.4,4.9,1.2,0.3,2.8,3.4,12.5
39,Aron Baynes,C,28,SAS,70,17,1122,5.9,10.5,0.566,0,0.1,0.25,5.9,10.4,0.57,2.9,3.3,0.865,3.5,6.7,10.2,1.1,0.5,0.7,2.1,5.2,14.8
40,Kent Bazemore,SG,25,ATL,75,10,1324,3.8,9,0.426,1.3,3.6,0.364,2.5,5.4,0.467,1.6,2.7,0.6,0.6,5.5,6,2.1,1.4,0.9,2,3.5,10.6
41,Bradley Beal,SG,21,WAS,63,59,2107,6.2,14.5,0.427,1.8,4.4,0.409,4.4,10.1,0.434,2.2,2.8,0.783,1,3.1,4.1,3.3,1.3,0.3,2.1,2.3,16.4
42,Michael Beasley,PF,26,MIA,24,1,505,6.6,15.1,0.434,0.6,2.4,0.235,6,12.7,0.472,1.4,1.9,0.769,0.9,5.5,6.3,2.3,1.1,0.9,2.6,4.7,15.1
43,Marco Belinelli,SG,28,SAS,62,9,1388,5.2,12.2,0.423,2.2,6,0.374,2.9,6.2,0.471,2.2,2.6,0.848,0.7,3.4,4.1,2.4,0.8,0.1,1.6,2.2,14.7
44,Jerrelle Benimon,PF,23,UTA,2,0,3,0,0,,0,0,,0,0,,0,0,,12,24,36,0,0,0,12,0,0
45,Anthony Bennett,PF,21,MIN,57,3,894,5,12,0.421,0.3,0.9,0.304,4.8,11,0.431,1.7,2.6,0.641,2.1,6.6,8.7,1.9,1.1,0.6,1.4,3.5,12
46,Patrick Beverley,PG,26,HOU,56,55,1727,4.3,11.1,0.383,2.4,6.7,0.356,1.9,4.4,0.426,0.9,1.3,0.75,1.4,3.5,4.9,4,1.2,0.5,1.7,3.8,11.8
47,Sim Bhullar,C,22,SAC,3,0,3,12,24,0.5,0,0,,12,24,0.5,0,0,,0,12,12,12,0,12,0,0,24
48,Bismack Biyombo,C,22,CHO,64,21,1243,2.9,5.4,0.543,0,0,,2.9,5.4,0.543,3,5.1,0.583,4.6,7.2,11.8,0.5,0.5,2.9,1.5,4.1,8.8
49,Tarik Black,C,23,TOT,63,39,1196,4.7,8.2,0.575,0,0,0,4.7,8.2,0.577,2,3.6,0.551,4.3,6.8,11.1,1.3,0.6,0.7,1.4,4.8,11.4
50,DeJuan Blair,PF,25,WAS,29,0,180,5.2,11.4,0.456,0,0,,5.2,11.4,0.456,0.8,1.2,0.667,3.2,8,11.2,0.6,1.4,0.2,2.6,8.2,11.2
51,Steve Blake,PG,34,POR,81,0,1529,2.9,7.7,0.373,1.8,5.2,0.352,1.1,2.5,0.417,0.7,1,0.707,0.4,2.8,3.2,6.8,1,0.1,2.4,2.8,8.2
52,Eric Bledsoe,PG,25,PHO,81,81,2800,6,13.4,0.447,1.1,3.5,0.324,4.9,10,0.491,4.5,5.7,0.8,0.9,4.5,5.4,6.3,1.6,0.6,3.5,2.4,17.7
53,Vander Blue,SG,22,LAL,2,1,74,4.4,14.6,0.3,1,4.9,0.2,3.4,9.7,0.35,1,2.4,0.4,1,3.4,4.4,3.9,1.5,0,2.9,1.9,10.7
54,Bojan Bogdanovi_,SF,25,BRK,78,28,1854,5.1,11.2,0.453,1.8,5,0.355,3.3,6.2,0.531,1.7,2.1,0.821,1,3.2,4.1,1.3,0.7,0.2,1.5,2,13.6
55,Andrew Bogut,C,30,GSW,67,65,1583,4.5,8.1,0.563,0,0,,4.5,8.1,0.563,0.5,1,0.524,3.2,9.1,12.3,4.1,0.9,2.6,2.4,4.3,9.6
56,Matt Bonner,PF,34,SAS,72,19,935,3.6,8.9,0.409,1.8,4.9,0.365,1.8,4,0.462,1.2,1.4,0.811,1.1,3.3,4.4,1.8,0.4,0.5,0.4,2.5,10.2
57,Trevor Booker,PF,27,UTA,79,5,1564,5.2,10.7,0.487,0.7,1.9,0.345,4.5,8.7,0.518,2,3.4,0.581,3.2,5.9,9.1,1.9,1,0.9,2,3.3,13.1
58,Carlos Boozer,PF,33,LAL,71,26,1692,7.9,15.8,0.499,0,0,,7.9,15.8,0.499,2,3.2,0.627,2.4,7.9,10.3,2,0.9,0.3,2,3.9,17.8
59,Chris Bosh,C,30,MIA,44,44,1556,7.9,17.2,0.46,1.5,3.9,0.375,6.5,13.3,0.485,4.1,5.4,0.772,1.1,6.1,7.2,2.2,0.9,0.6,2.2,1.6,21.5
60,Avery Bradley,SG,24,BOS,77,77,2428,6.4,15,0.429,1.8,5.2,0.352,4.6,9.8,0.47,1.2,1.5,0.79,0.7,2.9,3.6,2,1.2,0.2,1.6,2.6,15.9
61,Elton Brand,C,35,ATL,36,4,486,3.1,7,0.442,0,0.1,0,3.1,7,0.447,0.9,1.7,0.522,2.1,5.3,7.4,1.6,1.3,1.9,1.3,4,7.1
62,Corey Brewer,SF,28,TOT,80,17,2087,5.9,13.9,0.426,1.1,4.1,0.268,4.8,9.8,0.491,2.9,3.9,0.743,1.4,3.7,5.1,3,2,0.3,2.3,3,15.8
63,Aaron Brooks,PG,30,CHI,82,21,1885,6.6,15.6,0.421,2.3,6,0.387,4.3,9.6,0.442,2.8,3.3,0.833,0.6,2.6,3.2,5,1,0.3,3,3.6,18.2
64,Jabari Brown,SG,22,LAL,19,5,568,4.4,10.8,0.412,1.5,3.9,0.371,3,6.8,0.435,4.1,5.4,0.753,0.2,2.1,2.3,2.5,0.8,0.1,2,2.1,14.4
65,Lorenzo Brown,PG,24,MIN,29,7,549,3.4,8,0.426,0.4,1.8,0.214,3,6.2,0.489,0.8,1.2,0.632,0.9,3.7,4.6,5.9,1.8,0.4,2,3.2,8
66,Markel Brown,SG,23,BRK,47,29,781,3.5,9.7,0.362,0.8,3,0.266,2.7,6.7,0.404,2.2,2.6,0.825,0.7,4.2,4.9,1.8,1.4,0.6,1.2,2.6,10
67,Shannon Brown,SG,29,MIA,5,2,89,2.8,7.7,0.368,1.2,2.8,0.429,1.6,4.9,0.333,1.2,1.6,0.75,0,0.4,0.4,1.2,1.6,0,1.6,3.2,8.1
68,Kobe Bryant*,SG,36,LAL,35,35,1207,7.9,21.3,0.373,1.6,5.5,0.293,6.3,15.8,0.401,5.8,7.2,0.813,0.8,5.2,5.9,5.9,1.4,0.2,3.8,1.9,23.3
69,Chase Budinger,SF,26,MIN,67,4,1286,4.7,10.9,0.433,1.5,4,0.364,3.3,6.9,0.474,1.9,2.3,0.827,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2,12.8
70,Reggie Bullock,SF,23,TOT,36,2,338,2.6,7.5,0.343,1.6,4.9,0.326,1,2.6,0.375,0.6,1,0.667,0.1,5.2,5.3,0.9,1.1,0.4,0.9,2,7.3
71,Trey Burke,PG,22,UTA,76,43,2288,5.8,15.8,0.368,2,6.1,0.318,3.9,9.7,0.4,1.7,2.3,0.752,0.5,2.7,3.2,5.2,1,0.2,2,1.9,15.3
72,Alec Burks,SG,23,UTA,27,27,899,4.8,12,0.403,1,2.7,0.382,3.8,9.3,0.409,4.2,5.2,0.822,0.8,3.8,4.6,3.3,0.7,0.2,2.1,2.6,15
73,Caron Butler,SF,34,DET,78,21,1623,3.6,8.8,0.407,1.8,4.9,0.379,1.7,3.9,0.441,1.2,1.4,0.902,0.5,3.9,4.3,1.8,1,0.1,1.1,2.7,10.2
74,Jimmy Butler,SG,25,CHI,65,65,2513,6,13.1,0.462,1,2.8,0.378,5,10.3,0.484,5.5,6.6,0.834,1.6,3.8,5.4,3,1.6,0.5,1.3,1.5,18.6
75,Rasual Butler,SF,35,WAS,75,1,1505,5.2,12.4,0.422,2.2,5.6,0.387,3,6.7,0.45,1.3,1.6,0.791,0.6,4.1,4.7,1.5,0.7,0.5,1.1,2.3,13.9
76,Dwight Buycks,PG,25,LAL,6,0,123,5.3,11.7,0.45,2,3.2,0.636,3.2,8.5,0.379,2.6,2.9,0.9,0.6,2.9,3.5,4.1,0.9,0,3.5,0.9,15.2
77,Will Bynum,SG,32,WAS,7,0,67,5.4,16.7,0.323,0,4.8,0,5.4,11.8,0.455,1.1,2.1,0.5,1.1,2.1,3.2,9.7,0.5,0.5,4.3,4.8,11.8
78,Bruno Caboclo,SF,19,TOR,8,0,23,6.3,18.8,0.333,3.1,4.7,0.667,3.1,14.1,0.222,0,0,,1.6,1.6,3.1,0,0,1.6,6.3,4.7,15.7
79,Nick Calathes,SG,25,MEM,58,0,838,4.5,10.6,0.421,0.5,1.8,0.256,4,8.8,0.456,1,1.9,0.533,0.8,3.7,4.6,6.3,2.7,0.2,2.6,4.3,10.4
80,José Calderón,PG,33,NYK,42,42,1270,4.2,10,0.415,1.7,4,0.415,2.5,6,0.415,0.8,0.9,0.906,0.5,3,3.5,5.6,0.9,0,2.1,2.2,10.8
81,Kentavious Caldwell-Pope,SG,21,DET,82,82,2587,5.4,13.5,0.401,2.1,6.2,0.345,3.3,7.3,0.449,1.5,2.2,0.696,0.6,2.9,3.5,1.5,1.3,0.3,1.3,2.2,14.5
82,Isaiah Canaan,PG,23,TOT,47,21,938,5.6,14.5,0.386,3.5,9.4,0.37,2.1,5.1,0.417,1.9,2.3,0.817,0.7,2.6,3.3,3.8,1.1,0.1,2.4,3.2,16.6
83,Clint Capela,C,20,HOU,12,0,90,5.6,11.6,0.483,0,0,,5.6,11.6,0.483,1.6,9.2,0.174,4,10.4,14.4,0.8,0.4,3.6,2,5.6,12.8
84,DeMarre Carroll,SF,28,ATL,70,69,2189,5.2,10.7,0.487,2,5,0.395,3.3,5.7,0.567,2.1,3,0.702,1.6,4.5,6.1,1.9,1.5,0.3,1.2,2.5,14.5
85,Vince Carter,SG,38,MEM,66,1,1091,4.5,13.4,0.333,2.3,7.7,0.297,2.2,5.7,0.379,1.5,1.9,0.789,0.9,3.5,4.4,2.6,1.4,0.5,1.4,3.4,12.7
86,Michael Carter-Williams,PG,23,TOT,66,63,2149,6.1,15.4,0.396,0.6,2.6,0.235,5.5,12.8,0.428,3.4,4.9,0.694,1.1,4.8,5.9,7.4,1.9,0.5,4.2,2.8,16.2
87,Omri Casspi,SF,26,SAC,67,19,1416,5.3,10.9,0.489,0.9,2.2,0.402,4.4,8.6,0.512,3.6,4.9,0.733,1.4,5.2,6.6,2.6,0.8,0.2,2.2,2.7,15.1
88,Mario Chalmers,PG,28,MIA,80,37,2368,4.1,10.1,0.403,1.1,3.8,0.294,2.9,6.3,0.467,3.1,4,0.774,0.4,2.8,3.1,4.7,1.9,0.2,2.6,3.8,12.4
89,Tyson Chandler,C,32,DAL,75,75,2286,4.6,6.9,0.666,0,0,,4.6,6.9,0.666,2.9,4,0.72,4.6,9,13.6,1.3,0.7,1.4,1.7,2.7,12.1
90,Wilson Chandler,SF,27,DEN,78,75,2471,6.1,14.2,0.429,2,5.9,0.342,4.1,8.3,0.49,1.6,2.1,0.775,1.4,5.5,6.9,2,0.8,0.4,1.6,3.4,15.8
91,Will Cherry,PG,23,CLE,8,0,69,2.6,9.9,0.263,1,4.7,0.222,1.6,5.2,0.3,1.6,3.1,0.5,0.5,2.1,2.6,4.2,3.1,0.5,2.1,5.2,7.8
92,Patrick Christopher,SG,26,UTA,4,1,29,3.7,14.9,0.25,0,5,0,3.7,9.9,0.375,0,0,,2.5,5,7.4,0,1.2,0,1.2,7.4,7.4
93,Earl Clark,PF,27,BRK,10,0,93,4.3,11.6,0.367,1.5,5.4,0.286,2.7,6.2,0.438,0.4,1.5,0.25,0.4,8.5,8.9,1.2,1.2,1.5,2.3,4.6,10.5
94,Ian Clark,SG,23,TOT,30,0,192,3.6,10.3,0.345,1.9,5.6,0.333,1.7,4.7,0.36,1.7,1.7,1,0.7,2.3,3,2.3,1.7,0.6,1.7,3.7,10.7
95,Jordan Clarkson,PG,22,LAL,59,38,1476,6.5,14.5,0.448,0.9,3,0.314,5.6,11.6,0.482,3.2,3.9,0.829,1.4,3.3,4.7,5,1.2,0.3,2.3,2.7,17.1
96,Victor Claver,SF,26,POR,10,0,76,4.3,9.5,0.45,2.8,5.2,0.545,1.4,4.3,0.333,0,0,,1.4,8.1,9.5,0.5,0.5,0.5,1.9,5.7,11.4
97,Norris Cole,PG,26,TOT,75,25,1831,4.5,11,0.412,1.1,3.5,0.313,3.4,7.5,0.458,1.1,1.6,0.716,0.3,2.9,3.1,5,1.1,0.3,1.9,2.4,11.3
98,Darren Collison,PG,27,SAC,45,45,1565,6,12.7,0.473,1.4,3.7,0.373,4.6,8.9,0.514,3.3,4.2,0.788,0.4,2.9,3.3,5.8,1.5,0.3,2.6,2.2,16.7
99,Nick Collison,PF,34,OKC,66,2,1101,3.5,8.3,0.419,0.5,2,0.267,2.9,6.3,0.466,1.5,2.1,0.692,2.9,5.2,8.2,2.9,1.1,0.8,1.5,5.1,8.9
100,Mike Conley,PG,27,MEM,70,70,2225,6.4,14.3,0.446,1.7,4.5,0.386,4.6,9.8,0.473,3.5,4,0.859,0.5,2.9,3.4,6.1,1.4,0.2,2.5,2.2,17.9
101,Jack Cooley,C,23,UTA,16,0,87,3.7,9.1,0.409,0,0,,3.7,9.1,0.409,3.7,8.7,0.429,4.1,6.2,10.3,0.4,2.5,1.2,1.2,9.5,11.2
102,Chris Copeland,SF,30,IND,50,12,828,4.9,13.5,0.361,2.3,7.3,0.311,2.6,6.2,0.42,1.4,2,0.733,1,3.8,4.8,2.2,0.5,0.5,2.6,3.4,13.4
103,Bryce Cotton,PG,22,UTA,15,0,159,6.6,15.6,0.42,1.6,4.5,0.35,5,11.1,0.449,3.4,4.1,0.833,0.7,3.4,4.1,3.4,0.9,0,2.7,1.4,18.1
104,DeMarcus Cousins,C,24,SAC,59,59,2013,8.9,19.1,0.467,0,0.1,0.25,8.9,18.9,0.469,7.6,9.7,0.782,3.3,10.1,13.4,3.8,1.6,1.8,4.5,4.3,25.4
105,Robert Covington,SF,24,PHI,70,49,1956,5.5,13.9,0.396,3.1,8.2,0.374,2.4,5.7,0.426,3.3,4,0.82,1.2,4.6,5.8,1.9,1.8,0.6,2.4,3.5,17.4
106,Allen Crabbe,SG,22,POR,51,9,683,3.3,8.1,0.412,1.6,4.5,0.353,1.7,3.6,0.485,0.6,0.8,0.75,0.4,3.5,3.8,2.1,1,0.8,0.8,3.9,8.9
107,Jamal Crawford,SG,34,LAC,64,4,1703,7,17.7,0.396,2.5,7.7,0.327,4.5,10,0.448,4.8,5.3,0.901,0.4,2.2,2.6,3.3,1.2,0.3,1.9,2.3,21.4
108,Jae Crowder,SF,24,TOT,82,17,1647,5,11.9,0.42,1.3,4.5,0.293,3.7,7.4,0.499,2.4,3.1,0.773,1.6,4.8,6.4,2.1,1.6,0.5,1.1,3,13.7
109,Dante Cunningham,PF,27,NOP,66,27,1652,3.4,7.4,0.457,0,0.2,0.1,3.4,7.2,0.468,0.6,1,0.617,1.5,4.1,5.6,1.1,1,0.8,0.8,2.2,7.4
110,Jared Cunningham,SG,23,LAC,19,0,89,4.9,13.3,0.364,1.6,5.3,0.308,3.2,8.1,0.4,2.8,5.3,0.538,0.4,3.2,3.6,4,1.2,0,2.8,4.9,14.2
111,Seth Curry,PG,24,PHO,2,0,8,0,13.5,0,0,4.5,0,0,9,0,0,0,,0,9,9,4.5,0,0,0,9,0
112,Stephen Curry,PG,26,GSW,80,80,2613,9,18.5,0.487,3.9,8.9,0.443,5.1,9.6,0.528,4.2,4.6,0.914,0.8,3.9,4.7,8.5,2.2,0.2,3.4,2.2,26.2
113,Samuel Dalembert,C,33,NYK,32,21,544,3.8,8.6,0.438,0,0,,3.8,8.6,0.438,0.9,1.3,0.7,3.5,7.6,11.1,1.9,0.9,2.7,2.6,4.6,8.5
114,Troy Daniels,SG,23,TOT,47,0,397,5.5,15,0.37,3.9,10.7,0.364,1.6,4.3,0.383,1,1.2,0.846,0.7,2.3,3,2,0.5,0.1,1.8,3.6,16
115,Gigi Datome,SF,27,TOT,21,1,209,7.4,15.3,0.483,3.1,6.9,0.45,4.3,8.4,0.51,0.2,0.2,1,0.5,4.5,5,1.6,0.3,1.2,1.6,2.6,18.1
116,Brandon Davies,PF,23,TOT,27,6,423,4.7,11.7,0.401,0.7,2.9,0.235,4,8.8,0.456,2,3.1,0.649,3.2,3.8,7.1,2.6,1.5,0.6,2.5,5,12.1
117,Anthony Davis,PF,21,NOP,68,68,2455,9.4,17.6,0.535,0,0.2,0.083,9.4,17.4,0.54,5.4,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.3
118,Ed Davis,PF,25,LAL,79,24,1840,5.5,9.2,0.601,0,0,,5.5,9.2,0.601,1.8,3.7,0.487,4.5,7.2,11.7,1.8,1,1.9,1.1,4,12.8
119,Glen Davis,PF,29,LAC,74,0,904,4.7,10.2,0.459,0,0.2,0,4.7,10,0.466,2.4,3.8,0.632,1.7,5,6.7,1.6,1.6,0.8,1.6,5.3,11.7
120,Andre Dawkins,SG,23,MIA,4,0,22,1.6,9.8,0.167,1.6,9.8,0.167,0,0,,0,0,,0,3.3,3.3,1.6,0,0,1.6,4.9,4.9
121,Austin Daye,SF,26,TOT,34,4,344,5.2,14.8,0.355,2.5,7.4,0.338,2.7,7.3,0.371,0.5,0.6,0.833,1,6.8,7.8,1.8,1.3,0.5,2.4,4.1,13.5
122,Dewayne Dedmon,C,25,ORL,59,15,845,3.9,6.9,0.562,0,0,0,3.9,6.9,0.565,1.4,2.7,0.531,5,7.5,12.6,0.4,0.7,2.1,2.2,6,9.2
123,Matthew Dellavedova,SG,24,CLE,67,13,1380,2.9,8,0.362,1.8,4.4,0.407,1.1,3.7,0.307,0.8,1,0.763,1,2.3,3.3,5.3,0.6,0.1,1.6,4,8.3
124,Luol Deng,SF,29,MIA,72,72,2421,5.5,11.7,0.469,1.2,3.3,0.355,4.3,8.4,0.513,2.8,3.7,0.761,1.5,4.1,5.6,2.1,1,0.3,1.6,1.6,15
125,DeMar DeRozan,SG,25,TOR,60,60,2100,7,17,0.413,0.4,1.5,0.284,6.6,15.5,0.426,6.2,7.4,0.832,0.7,4,4.7,3.6,1.3,0.2,2.3,2.1,20.6
126,Boris Diaw,PF,32,SAS,81,15,1984,5.3,11.5,0.46,1,3.1,0.32,4.3,8.4,0.512,1.3,1.7,0.774,1.4,4.9,6.3,4.2,0.7,0.4,2.3,2.7,12.8
127,Gorgui Dieng,C,25,MIN,73,49,2193,4.3,8.4,0.506,0,0.1,0.167,4.2,8.3,0.51,3.1,4,0.783,3.7,6.3,10,2.4,1.2,2.1,2.1,3.1,11.7
128,Spencer Dinwiddie,PG,21,DET,34,1,455,4,13.4,0.302,0.9,5.1,0.185,3.1,8.2,0.375,2.5,2.7,0.912,0.3,3.5,3.8,8.2,1.5,0.5,2.6,4.2,11.5
129,Joey Dorsey,PF,31,HOU,69,17,854,3.4,6.1,0.552,0,0,0,3.4,6.1,0.556,1,3.5,0.289,4.3,7.4,11.8,1.1,1.7,1.1,1.7,6.6,7.8
130,Toney Douglas,SG,28,NOP,12,0,177,3.9,10.4,0.373,1,3.7,0.278,2.8,6.7,0.424,1.6,2.6,0.615,0.4,4.1,4.5,4.9,2.2,0.8,2,4.1,10.4
131,Chris Douglas-Roberts,SG,28,LAC,12,0,103,1.7,7.3,0.238,0.3,2.4,0.143,1.4,4.9,0.286,2.8,2.8,1,0.3,3.8,4.2,1.4,0.3,0,0,4.9,6.6
132,Goran Dragi_,SG-PG,28,TOT,78,78,2640,6.8,13.7,0.501,1.2,3.5,0.347,5.6,10.1,0.555,2.5,3.2,0.774,1.1,2.6,3.7,4.8,1.1,0.2,2.4,2.7,17.4
