Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
30,Brent Barry,SG,35,SAS,75,28,1631,4.5,9.4,0.475,2.8,6.3,0.446,1.6,3,0.536,2.3,2.6,0.88,0.4,3.2,3.5,3,1.2,0.3,1.3,1.9,14
31,Brandon Bass,PF,21,NOK,21,3,162,3.3,9.8,0.341,0,0.2,0,3.3,9.6,0.349,2.7,3.6,0.75,2.9,6.7,9.6,0.7,0.4,0.7,2.2,3.6,9.3
32,Maceo Baston,PF,31,IND,47,2,405,4.4,6.8,0.645,0.3,0.6,0.429,4.1,6.1,0.667,3.3,4.2,0.787,1.9,4.7,6.6,1.4,1.1,1.6,2.8,5.8,12.3
33,Esteban Batista,PF,23,ATL,13,0,81,3.6,7.1,0.5,0,0,,3.6,7.1,0.5,1.8,3.1,0.571,3.1,10.2,13.3,1.8,1.3,0,1.8,5.8,8.9
34,Tony Battie,PF,30,ORL,66,66,1575,4,8.2,0.489,0,0,0,4,8.2,0.49,1.2,1.8,0.675,2.1,5.8,7.9,0.8,0.7,0.7,1.4,4.2,9.2
35,Shane Battier,SF,28,HOU,82,82,2988,3.5,7.9,0.446,1.9,4.5,0.421,1.6,3.4,0.48,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1,0.7,0.9,2.3,10
36,Charlie Bell,SG,27,MIL,82,64,2848,5.4,12.3,0.437,1.6,4.6,0.352,3.8,7.7,0.488,1.7,2.1,0.78,0.7,2.3,3,3.1,1.2,0.1,1.3,2.7,14
37,Raja Bell,SG,30,PHO,78,78,2917,5.1,11.7,0.432,2.5,6.1,0.413,2.5,5.6,0.452,1.5,1.9,0.776,0.6,2.5,3.1,2.4,0.6,0.3,1,2.9,14.1
38,Mike Bibby,PG,28,SAC,82,82,2784,6.1,15.1,0.404,2.2,6.2,0.36,3.9,8.9,0.435,3.7,4.5,0.83,0.5,2.9,3.4,5,1.1,0.1,2.5,1.8,18.1
39,Andris Biedriņš,C,20,GSW,82,63,2382,5.3,8.8,0.599,0,0,,5.3,8.8,0.599,1.3,2.5,0.521,3.8,7.7,11.5,1.3,1,2.1,1.8,4.6,11.8
40,Chauncey Billups,PG,30,DET,70,70,2533,4.9,11.6,0.427,1.5,4.5,0.345,3.4,7.1,0.479,5.5,6.2,0.883,0.3,3,3.4,7.1,1.2,0.2,2,2.3,16.9
41,Steve Blake,PG,26,TOT,82,42,2225,3.4,8.2,0.411,1.1,3.4,0.322,2.3,4.9,0.472,0.7,1,0.672,0.3,2.4,2.7,6.6,1,0.1,2.1,2,8.5
42,Will Blalock,PG,23,DET,14,0,166,2,6.5,0.3,0.2,1.1,0.2,1.7,5.4,0.32,1.3,1.3,1,1.3,2,3.3,3.7,1.1,0,2.6,2,5.4
43,Andray Blatche,PF,20,WAS,56,13,682,4.5,10.4,0.437,0.2,1.4,0.148,4.3,9,0.482,1.6,2.6,0.612,4.1,6,10.1,2.1,0.9,1.7,2.6,5,10.9
44,Mark Blount,C,31,MIN,82,81,2544,6,11.9,0.509,0.1,0.4,0.29,5.9,11.4,0.517,2.1,2.8,0.754,1.9,5.2,7.1,0.9,0.6,0.8,2.3,3.4,14.3
45,Keith Bogans,SG,26,ORL,59,18,990,3.6,8.9,0.404,1.9,5,0.387,1.7,3.9,0.426,1.7,2.3,0.746,0.6,2.8,3.4,2.1,1,0.1,1.7,3.6,10.8
46,Andrew Bogut,C,22,MIL,66,66,2258,5.5,10,0.553,0,0.1,0.2,5.5,9.9,0.556,1.8,3.1,0.577,2.7,6.6,9.3,3.2,0.8,0.6,2.4,3.4,12.9
47,Matt Bonner,PF,26,SAS,56,0,653,5.8,13.1,0.447,2,5.2,0.383,3.9,7.9,0.49,1.5,2.1,0.711,3.5,5.1,8.6,1.2,0.9,0.6,1.4,3.7,15.2
48,Josh Boone,PF,22,NJN,61,0,669,5.3,9.2,0.579,0,0,,5.3,9.2,0.579,3,5.5,0.544,3.4,6,9.5,0.5,0.6,1.1,1.8,5.1,13.7
49,Calvin Booth,C,30,WAS,44,1,380,2.9,6.3,0.47,0.1,0.2,0.5,2.8,6.1,0.469,0.6,0.9,0.6,2.6,5.1,7.7,1.7,0.4,2.7,0.9,6.7,6.5
50,Carlos Boozer,PF,25,UTA,74,74,2557,9.1,16.2,0.561,0,0,,9.1,16.2,0.561,3.6,5.2,0.685,3.3,8.9,12.2,3.1,1,0.3,2.7,3.1,21.8
51,Chris Bosh,C,22,TOR,69,69,2658,7.4,14.8,0.496,0.2,0.5,0.343,7.2,14.3,0.501,6.3,8,0.785,2.5,7.5,10,2.4,0.5,1.2,2.4,2.2,21.1
52,Bruce Bowen,SF,35,SAS,82,82,2464,2.8,6.8,0.405,1.3,3.4,0.384,1.5,3.4,0.426,0.6,1.1,0.589,0.3,2.9,3.3,1.7,0.9,0.4,0.9,2.6,7.5
53,Earl Boykins,PG,30,TOT,66,23,2031,5.7,13.6,0.42,1.7,4.2,0.397,4,9.4,0.43,3.9,4.3,0.898,0.9,1.6,2.5,5.2,1,0,2.1,1.6,17
54,Cedric Bozeman,SG,23,ATL,23,5,199,2,7.1,0.282,0.4,2.4,0.154,1.6,4.7,0.346,0.4,1.1,0.333,0.5,3.6,4.2,1.6,0.9,0.4,1.6,5.8,4.7
55,Elton Brand,PF,27,LAC,80,80,3077,7.5,14.2,0.533,0,0,1,7.5,14.2,0.532,4.1,5.4,0.761,3.1,5.6,8.7,2.7,0.9,2.1,2.4,2.8,19.2
56,Ronnie Brewer,SG,21,UTA,56,14,675,5.4,10.3,0.528,0,0.5,0,5.4,9.8,0.554,3,4.4,0.675,2,2,4,1.3,2,0.3,1.3,2.3,13.9
57,Primož Brezec,C,27,CHA,58,40,838,5.2,11.8,0.445,0,0.1,0.333,5.2,11.6,0.446,1.8,2.9,0.632,3.4,4.5,7.9,1,0.5,1,1.6,6.9,12.4
58,Andre Brown,PF,25,SEA,38,0,271,5.6,9.8,0.568,0,0.1,0,5.6,9.7,0.575,1.2,2,0.6,3.5,6.4,9.8,0.3,0.8,0.5,3.9,3.5,12.4
59,Dee Brown,PG,22,UTA,49,0,450,2.6,7.8,0.327,0.5,2.2,0.214,2.1,5.6,0.371,1.9,3,0.649,0.6,2.6,3.2,6.6,1.8,0.6,2.5,4.1,7.5
60,Devin Brown,SG,28,NOK,58,49,1662,5,12,0.42,1.8,4.9,0.357,3.3,7.1,0.463,2.7,3.4,0.794,1.2,4.2,5.4,3.2,1,0.2,2,3,14.5
61,Kwame Brown,C,24,LAL,41,28,1132,4.5,7.7,0.591,0,0,0,4.5,7.7,0.593,1.9,4.3,0.44,2.6,5.2,7.8,2.4,1.2,1.6,2.4,3.9,11
62,P.J. Brown,PF,37,CHI,72,49,1456,4.2,10.3,0.407,0,0,0,4.2,10.3,0.409,2.4,3,0.787,3.2,5.4,8.6,1.2,0.6,1.3,2.1,4.6,10.8
63,Shannon Brown,SG,21,CLE,23,5,202,5,13.2,0.378,1.2,4.5,0.28,3.7,8.7,0.429,1.8,2.5,0.714,1.1,2.7,3.7,1.8,1.2,0.5,2.5,4.3,13
64,Kobe Bryant*,SG,28,LAL,77,77,3140,9.3,20.1,0.463,1.6,4.6,0.344,7.8,15.6,0.497,7.6,8.8,0.868,0.9,4.2,5,4.7,1.3,0.4,2.9,2.4,27.9
65,Greg Buckner,SG,30,DAL,76,11,1372,3.2,7.8,0.411,0.8,2.7,0.311,2.4,5.1,0.464,0.7,0.9,0.794,0.9,3.2,4.1,1.8,1.2,0.2,1,4,8
66,Pat Burke,C,33,PHO,23,0,164,5,14.3,0.354,1.3,4.8,0.273,3.7,9.4,0.395,1.8,2.9,0.615,2.6,7.7,10.3,1.1,0.7,0.4,1.5,4.2,13.2
67,Caron Butler,SF,26,WAS,63,63,2474,6.6,14.2,0.463,0.3,1,0.25,6.3,13.1,0.48,4.1,4.8,0.863,2.1,4.7,6.8,3.4,1.9,0.2,2.6,2.7,17.5
68,Jackie Butler,C,21,SAS,11,2,103,5.6,12.2,0.457,0,0,,5.6,12.2,0.457,3.1,3.5,0.9,2.1,5.6,7.7,1.7,0.7,0,3.5,5.6,14.3
69,Rasual Butler,SF,27,NOK,81,38,2223,5.1,12.8,0.398,2.2,5.9,0.369,2.9,6.9,0.424,0.9,1.4,0.644,0.7,3.5,4.1,1,0.6,0.9,1.1,2.4,13.2
70,Andrew Bynum,C,19,LAL,82,53,1793,5,8.9,0.558,0,0.1,0,5,8.8,0.561,2.9,4.3,0.668,2.8,6.9,9.7,1.9,0.2,2.6,2.3,5,12.8
71,José Calderón,PG,25,TOR,77,11,1614,5.9,11.3,0.521,0.6,1.7,0.333,5.3,9.6,0.553,2.6,3.2,0.818,0.5,2.5,3,8.6,1.4,0.1,2.5,3,14.9
72,Marcus Camby,C,32,DEN,70,70,2369,4.7,10,0.473,0,0,0,4.7,10,0.475,2.4,3.4,0.729,2.5,9.9,12.4,3.4,1.3,3.5,1.9,2.8,11.9
73,Brian Cardinal,PF,29,MEM,28,1,313,4.8,9.8,0.494,2.1,5.1,0.409,2.8,4.7,0.585,2.9,3.1,0.926,1.5,5.3,6.8,3.6,2.5,0.1,2.6,4.8,14.6
74,Rodney Carney,SF,22,PHI,67,35,1169,5.6,12.1,0.464,0.8,2.2,0.347,4.8,9.9,0.491,1.6,2.7,0.609,1.2,2.7,3.9,0.8,1.2,0.7,1.3,3.6,13.6
75,Matt Carroll,SG,26,CHA,72,47,1878,5.5,12.6,0.433,2.1,5.1,0.416,3.3,7.5,0.445,3.6,4,0.904,0.7,3.3,4,1.7,1,0.2,1.4,3.4,16.7
76,Anthony Carter,PG,31,DEN,2,0,37,2.9,7.8,0.375,0,1.9,0,2.9,5.8,0.5,0,0,,0,2.9,2.9,10.7,0,1,5.8,3.9,5.8
77,Vince Carter,SG,30,NJN,82,82,3126,8.4,18.4,0.454,1.8,5,0.357,6.6,13.4,0.491,5.3,6.6,0.802,1.3,4.4,5.7,4.5,0.9,0.3,2.5,3.1,23.8
78,Sam Cassell,PG,37,LAC,58,30,1407,6.7,16,0.418,0.8,2.8,0.294,5.9,13.2,0.444,4.1,4.7,0.879,0.7,3.6,4.3,6.9,0.7,0.2,2.6,3.2,18.3
79,Kelvin Cato,C,32,NYK,18,0,95,2.7,8.3,0.318,0,0,,2.7,8.3,0.318,3,4.5,0.667,4.5,7.2,11.7,0,1.1,3.8,2.3,3.8,8.3
80,Tyson Chandler,C,24,NOK,73,73,2525,4.2,6.7,0.624,0,0,0,4.2,6.7,0.625,1.5,2.9,0.527,4.6,8.3,12.9,0.9,0.5,1.8,1.8,3.5,9.8
81,Josh Childress,SG,23,ATL,55,13,2024,4.6,9.2,0.504,0.5,1.4,0.338,4.2,7.8,0.533,3,3.7,0.795,2.2,3.9,6,2.3,1,0.6,1.4,2.1,12.7
82,Doug Christie,SG,36,LAC,7,0,82,2.2,7.5,0.294,0.4,2.6,0.167,1.8,4.8,0.364,0.9,1.3,0.667,1.3,3.5,4.8,3.5,1.3,0.4,2.2,4.8,5.7
83,Speedy Claxton,PG,28,ATL,42,31,1054,3.1,9.5,0.327,0.2,1,0.214,2.9,8.5,0.34,1.1,2,0.55,0.4,2.4,2.8,6.3,2.5,0.1,2.6,4.5,7.5
84,Jarron Collins,C,28,UTA,82,9,913,3,6.7,0.441,0,0,,3,6.7,0.441,2.1,3.3,0.651,2.8,3.9,6.7,2.4,0.5,0.3,1.5,5.8,8
85,Jason Collins,PF,28,NJN,80,78,1844,1.1,2.9,0.364,0,0,0,1.1,2.9,0.369,1.2,2.5,0.465,1.8,4.4,6.2,0.9,0.8,0.7,1.4,5.3,3.3
86,Mardy Collins,SF,22,NYK,52,9,777,4,10.6,0.382,0.6,2.2,0.277,3.4,8.4,0.409,2.2,3.8,0.585,1.3,3.5,4.8,3.8,1.5,0.1,2.6,3.5,10.9
87,Nick Collison,C,26,SEA,82,56,2378,4.8,9.6,0.5,0,0,0,4.8,9.6,0.502,2.3,3,0.774,3.5,6.6,10.1,1.2,0.7,1,1.9,4.4,12
88,Will Conroy,PG-SG,24,TOT,7,0,52,0,2.1,0,0,0,,0,2.1,0,0,2.8,0,2.1,2.8,4.8,6.2,0,0,1.4,4.8,0
89,Brian Cook,PF,26,LAL,65,24,1018,6.5,14.4,0.453,1.6,4.1,0.4,4.9,10.4,0.474,1.2,1.7,0.723,2.2,5.4,7.6,2.3,0.9,1,1.8,4.7,15.9
90,Jamal Crawford,SG,26,NYK,59,36,2198,5.8,14.5,0.4,1.7,5.3,0.32,4.1,9.2,0.445,3.7,4.5,0.838,0.7,2.4,3.1,4.2,0.9,0.1,2.7,1.9,17
91,Austin Croshere,PF,31,DAL,61,2,727,3.9,11,0.351,1.3,4.5,0.286,2.6,6.5,0.397,2.2,2.6,0.865,1.6,7.6,9.2,2.2,0.7,0.3,1.6,3.4,11.2
92,Eddy Curry,C,24,NYK,81,81,2849,7.4,12.8,0.576,0,0,1,7.4,12.8,0.575,5.1,8.3,0.615,2.5,4.8,7.2,0.9,0.4,0.5,3.7,3.3,19.9
93,Samuel Dalembert,C,25,PHI,82,82,2535,5.1,9.3,0.541,0,0,0,5.1,9.3,0.543,2.4,3.2,0.746,3.4,7,10.4,0.9,0.7,2.3,2.3,4.1,12.5
94,Erick Dampier,C,31,DAL,76,73,1915,3.9,6.3,0.626,0,0,,3.9,6.3,0.626,2.2,3.6,0.623,4.1,6.6,10.6,0.8,0.5,1.5,2,4.5,10.1
95,Antonio Daniels,SG,31,WAS,80,8,1761,3.5,8,0.442,0.4,1.3,0.302,3.1,6.7,0.469,4.3,5.1,0.832,0.4,2.7,3.1,5.9,0.8,0.2,1.4,1.6,11.7
96,Marquis Daniels,SG,26,IND,45,4,800,5.8,12.6,0.459,0.3,1.2,0.231,5.5,11.5,0.482,2.5,3.6,0.7,1.2,2.5,3.7,2.6,1.2,0.3,2.5,2.5,14.4
97,Baron Davis,PG,27,GSW,63,62,2221,7.3,16.7,0.439,1.4,4.5,0.304,5.9,12.2,0.489,4.5,6,0.745,0.8,3.6,4.5,8.3,2.2,0.5,3.1,2.9,20.5
98,Dale Davis,C,37,DET,46,6,464,2.6,5.7,0.446,0,0,,2.6,5.7,0.446,1.3,2,0.654,4.6,6.1,10.6,0.9,0.8,2.6,1.2,4.6,6.4
99,Paul Davis,C,22,LAC,31,0,180,4.4,10.4,0.423,0,0,,4.4,10.4,0.423,1.4,2,0.7,4.2,4.6,8.8,1.4,1.2,1,1.6,5.6,10.2
100,Ricky Davis,SF,27,MIN,81,81,3021,6,13,0.465,1.5,3.7,0.397,4.6,9.3,0.492,2.8,3.4,0.839,0.6,3.1,3.8,4.6,1,0.3,2.5,2.3,16.4
101,Carlos Delfino,SG,24,DET,82,1,1372,4.1,9.9,0.415,1.2,3.6,0.333,2.9,6.2,0.462,1.8,2.3,0.787,1.8,5.2,7,2.3,1.2,0.2,1.6,2.5,11.2
102,Luol Deng,SF,21,CHI,82,82,3071,7.4,14.3,0.517,0,0.1,0.143,7.4,14.2,0.519,3.3,4.2,0.777,1.7,5.1,6.8,2.4,1.1,0.6,1.8,2,18.1
103,Boris Diaw,PF,24,PHO,73,59,2268,4.9,9,0.538,0.2,0.7,0.333,4.6,8.3,0.555,1.3,1.9,0.683,1.4,3.6,5,5.6,0.4,0.6,2.4,2.8,11.3
104,Yakhouba Diawara,SG,24,DEN,64,19,1177,3.1,8.9,0.342,1.5,5.2,0.288,1.6,3.7,0.418,1.1,1.6,0.66,0.8,2.5,3.4,1.7,0.9,0.2,1.1,4,8.7
105,Dan Dickau,PG,28,POR,50,3,444,4.4,12.2,0.358,1.3,4.9,0.262,3.1,7.3,0.422,3.4,4.3,0.792,0.6,2.9,3.5,5.7,1.1,0.1,2.2,4.5,13.5
106,Travis Diener,PG,24,ORL,26,0,288,4.2,10,0.425,2.3,6.2,0.36,2,3.7,0.533,1.5,1.9,0.8,0.4,1.9,2.3,4.4,0.5,0,1.6,3.4,12.2
107,Ike Diogu,PF,23,TOT,59,2,760,6,12.6,0.477,0,0,,6,12.6,0.477,5.3,6.6,0.8,3.6,6.1,9.6,1.2,0.4,1.2,3.2,5.8,17.3
108,DeSagana Diop,C,25,DAL,81,9,1480,1.7,3.7,0.47,0,0,0,1.7,3.6,0.473,1.2,2.1,0.558,4,6.6,10.7,0.7,1,2.7,1.5,5.9,4.6
109,Juan Dixon,SG,28,TOT,81,6,1926,5.6,13.1,0.425,1.5,4.2,0.35,4.1,8.9,0.461,1.9,2.2,0.871,0.5,2.4,3,2.3,1.4,0.2,1.9,3.3,14.5
110,Michael Doleac,C,29,MIA,56,0,698,4.2,9,0.469,0,0.1,0,4.2,9,0.471,1.9,2.1,0.878,2.3,5.7,8,1.1,0.9,0.8,1.5,5,10.3
111,Keyon Dooling,SG,26,ORL,66,2,1435,4.7,11.5,0.41,0.8,2.4,0.323,3.9,9.1,0.434,2.9,3.5,0.809,0.6,1.6,2.2,2.8,1.3,0.4,1.8,3.1,13.1
112,Quincy Douby,PG,22,SAC,42,0,359,4.8,12.6,0.381,1.2,5,0.24,3.6,7.6,0.474,1.1,1.5,0.733,1.1,2.6,3.7,1.5,1.5,0.4,1.5,2.1,11.9
113,Chris Duhon,PG,24,CHI,78,30,1906,3.7,9.1,0.408,1.7,4.6,0.359,2.1,4.5,0.458,1.4,1.9,0.752,0.4,2.8,3.2,5.9,1.3,0.1,2,2.8,10.5
114,Tim Duncan*,C,30,SAS,80,80,2726,8.2,14.9,0.546,0,0.1,0.111,8.1,14.8,0.55,4.8,7.5,0.637,2.8,8.4,11.2,3.6,0.9,2.5,3,2.7,21.1
115,Mike Dunleavy,SG-PF,26,TOT,82,49,2580,5.4,11.9,0.452,1,3.1,0.313,4.4,8.7,0.502,2.9,3.8,0.784,1.2,4.8,6,3.2,1.2,0.3,2.1,2.8,14.6
116,Ronald Dupree,SF,26,DET,19,0,94,4.2,11.9,0.355,0,0,,4.2,11.9,0.355,1.1,3.4,0.333,1.9,4.6,6.5,1.9,1.9,0.4,1.1,4.6,9.6
117,Monta Ellis,SG,21,GSW,77,53,2638,6.6,13.8,0.475,0.5,2,0.273,6,11.8,0.509,3.7,4.9,0.763,0.8,2.5,3.3,4.4,1.8,0.3,3,2.9,17.4
118,Francisco Elson,C,30,SAS,70,41,1332,3.9,7.6,0.511,0,0.1,0,3.9,7.6,0.514,1.7,2.2,0.775,2.2,6.9,9.1,1.5,0.8,1.6,2.3,5,9.5
119,Melvin Ely,PF-C,28,TOT,30,0,309,3.4,9.3,0.363,0,0,,3.4,9.3,0.363,3.6,5.5,0.66,1.7,4.4,6.2,2.1,0.7,0.9,3.3,5.9,10.4
120,Maurice Evans,SG,28,LAL,76,10,1732,4.9,11.3,0.432,1,2.8,0.361,3.9,8.5,0.455,2.5,3.2,0.787,1.9,2.7,4.6,1.5,0.8,0.3,1.2,2.6,13.3
121,Reggie Evans,PF,26,DEN,66,11,1127,3.7,6.9,0.544,0,0,,3.7,6.9,0.544,2.9,5.8,0.497,5,9.7,14.7,1.4,1.3,0.5,3,4.6,10.4
122,Daniel Ewing,PG,23,LAC,61,3,712,3.3,8.1,0.404,0.7,2.2,0.318,2.6,5.9,0.436,1.8,2.3,0.778,0.5,3.2,3.7,4.6,1.6,0.2,2.5,3.1,9.1
123,Jordan Farmar,PG,20,LAL,72,2,1090,4.1,9.7,0.422,1.5,4.5,0.328,2.6,5.2,0.503,0.9,1.3,0.711,0.7,3.2,3.9,4.5,1.5,0.2,2.4,2.5,10.6
124,Desmon Farmer,SG,25,SEA,8,0,32,5.6,16.9,0.333,2.3,9,0.25,3.4,7.9,0.429,1.1,1.1,1,0,1.1,1.1,10.1,1.1,0,1.1,2.3,14.6
125,Raymond Felton,PG,22,CHA,78,75,2832,5,13,0.384,1.3,4,0.33,3.7,9.1,0.407,2.6,3.3,0.797,0.6,2.7,3.4,6.9,1.5,0.1,2.9,2.3,13.9
126,Michael Finley,SF,33,SAS,82,16,1823,5.4,13.1,0.412,2.1,5.6,0.364,3.3,7.4,0.448,1.8,1.9,0.918,0.7,3.7,4.4,2.1,0.6,0.3,0.9,1.5,14.6
127,Derek Fisher,SG,32,UTA,82,61,2287,4.1,10.6,0.382,0.8,2.5,0.308,3.3,8.2,0.405,4.1,4.8,0.853,0.5,1.9,2.3,4.3,1.3,0.1,1.9,3.7,13
128,T.J. Ford,PG,23,TOR,75,71,2243,6.3,14.5,0.436,0.3,1.1,0.304,6,13.4,0.447,3.9,4.7,0.819,0.9,2.9,3.8,9.5,1.6,0.1,3.7,3,16.8
129,Danny Fortson,C,30,SEA,14,6,158,3.4,6.8,0.5,0,0.2,0,3.4,6.6,0.517,2.3,3,0.769,3,6.8,9.8,0.2,0.2,0,3.4,8.7,9.1
130,Jeff Foster,C,30,IND,75,43,1740,2.5,5.4,0.469,0,0,0,2.5,5.4,0.471,1.6,2.5,0.639,5.2,7.4,12.6,1.2,1.3,0.8,1.4,4.2,6.7
131,Randy Foye,PG,23,MIN,82,12,1879,5.7,13.2,0.434,1.3,3.5,0.368,4.4,9.7,0.458,3.1,3.7,0.854,0.9,3.2,4.2,4.4,1,0.4,2.9,3.5,15.9
132,Adonal Foyle,C,31,GSW,48,6,475,3.6,6.4,0.565,0,0,,3.6,6.4,0.565,0.8,1.9,0.44,3.9,5.7,9.5,1.4,0.8,3.8,1.7,4.6,8.1
