Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Shareef Abdur-Rahim,PF,31,SAC,6,0,51,2.1,9.9,0.214,0,0,,2.1,9.9,0.214,2.8,2.8,1,4.2,2.8,7.1,2.8,0.7,0,0.7,6.4,7.1
2,Arron Afflalo,SG,22,DET,75,9,970,3.7,8.9,0.411,0.4,1.8,0.208,3.3,7.2,0.461,2.5,3.2,0.782,1.3,3.7,5.1,1.9,1.2,0.3,1.3,3.1,10.2
3,Maurice Ager,SG,23,TOT,26,3,165,4.6,14.2,0.323,0.7,4.1,0.158,3.9,10,0.391,1.3,2.6,0.5,0.9,2,2.8,1.7,0,0.2,1.3,3.7,11.1
4,Blake Ahearn,PG,23,MIA,12,0,177,3.1,11.6,0.263,2,6.9,0.294,1,4.7,0.217,6.1,6.3,0.968,0.2,3.7,3.9,3.9,1.2,0,3.3,4.1,14.2
5,LaMarcus Aldridge,PF,22,POR,76,76,2649,7.6,15.8,0.484,0,0.1,0.143,7.6,15.7,0.486,3.1,4,0.762,3,4.9,7.9,1.7,0.7,1.3,1.7,3.3,18.3
6,Malik Allen,PF,29,TOT,73,16,1096,5.2,10.7,0.48,0,0.1,0.5,5.1,10.7,0.48,0.8,0.8,0.92,2.2,4.3,6.4,1.4,0.6,1,1.5,4.9,11.1
7,Ray Allen*,SG,32,BOS,73,73,2624,6,13.5,0.445,2.5,6.2,0.398,3.6,7.3,0.485,2.9,3.3,0.907,1,2.6,3.7,3.1,0.9,0.2,1.7,2,17.5
8,Tony Allen,SG,26,BOS,75,11,1373,4.4,10.2,0.434,0.5,1.5,0.316,4,8.7,0.455,3.6,4.7,0.762,0.9,3.5,4.4,3,1.6,0.6,2.9,4.4,13
9,Lance Allred,C,26,CLE,3,0,10,3.6,14.4,0.25,0,0,,3.6,14.4,0.25,3.6,7.2,0.5,0,3.6,3.6,0,0,0,0,3.6,10.8
10,Morris Almond,SG,22,UTA,9,0,39,3.7,13.8,0.267,0.9,3.7,0.25,2.8,10.2,0.273,3.7,5.5,0.667,0,1.8,1.8,2.8,0.9,0,1.8,4.6,12
11,Rafer Alston,PG,31,HOU,74,74,2526,5.2,13.2,0.394,2,5.8,0.351,3.1,7.4,0.427,1.4,2,0.715,0.4,3.3,3.7,5.6,1.4,0.3,2.3,2,13.8
12,Lou Amundson,PF,25,PHI,16,0,64,4.5,9,0.5,0,0,,4.5,9,0.5,1.1,3.9,0.286,3.9,2.8,6.8,0,0.6,0.6,1.1,7.3,10.1
13,Chris Andersen,C,29,NOH,5,0,34,2.1,7.4,0.286,0,0,,2.1,7.4,0.286,2.1,4.2,0.5,2.1,7.4,9.5,0,0,4.2,1.1,6.4,6.4
14,Derek Anderson,SG,33,CHA,28,0,396,4.3,11.4,0.376,1.7,4.7,0.365,2.5,6.6,0.384,2.5,3.5,0.737,0.8,3.9,4.7,4,1.1,0.1,2.3,4.5,12.8
15,Carmelo Anthony,SF,23,DEN,77,77,2806,9.3,19,0.492,0.7,2.1,0.354,8.6,16.9,0.509,6,7.6,0.786,2.3,5,7.3,3.3,1.3,0.5,3.2,3.2,25.4
16,Joel Anthony,PF,25,MIA,24,1,498,2,4.3,0.467,0,0,,2,4.3,0.467,2.1,3.5,0.592,2.7,4,6.7,0.2,0.7,2.2,1.2,4,6.1
17,Gilbert Arenas,PG,26,WAS,13,8,425,6.6,16.6,0.398,1.9,6.6,0.282,4.7,10,0.475,6.3,8.1,0.771,0.5,3.8,4.3,5.6,1.9,0.1,4.2,2.5,21.3
18,Trevor Ariza,SF,22,TOT,35,3,546,4.5,9,0.507,0.3,1.2,0.278,4.2,7.8,0.542,3.2,4.9,0.653,2,5.1,7.1,2.9,2,0.7,1.5,3,12.7
19,Darrell Armstrong,PG,39,NJN,50,2,549,2.6,7.2,0.364,1.5,4.5,0.333,1.1,2.7,0.415,1.3,2,0.667,1.1,3.3,4.4,4.8,1.8,0.1,2.7,3.5,8.1
20,Hilton Armstrong,C,23,NOH,65,3,732,3.3,7.3,0.453,0,0,,3.3,7.3,0.453,2.2,3.4,0.629,3.2,4.8,8,1.1,0.7,1.7,2.9,6.4,8.8
21,Carlos Arroyo,PG,28,ORL,62,20,1269,4.5,9.9,0.451,0.8,2.4,0.345,3.6,7.5,0.485,2.5,2.9,0.853,0.3,2.9,3.2,6.2,0.7,0.1,2.2,2.4,12.2
22,Chucky Atkins,SG,33,DEN,24,0,352,4.3,12.5,0.344,2.6,8.1,0.316,1.7,4.4,0.395,0.4,0.9,0.444,0.3,2.9,3.2,4.8,0.9,0.1,1,2.8,11.6
23,James Augustine,PF,23,ORL,25,0,149,4.3,8.2,0.529,0,0,,4.3,8.2,0.529,1,1.9,0.5,3.9,3.4,7.2,0.5,1.2,0.5,1.4,4.3,9.7
24,Kelenna Azubuike,SG,24,GSW,81,17,1732,5.4,12.2,0.445,1.5,4.1,0.364,3.9,8.1,0.485,2.1,2.9,0.717,2.2,4.5,6.7,1.6,0.9,0.7,1.2,3.3,14.4
25,Renaldo Balkman,SF,23,NYK,65,0,952,3.4,7,0.489,0,0.5,0.083,3.4,6.6,0.517,1.6,3.6,0.432,3.1,5,8.2,1.5,1.7,1.1,1.4,5,8.5
26,Marcus Banks,PG,26,TOT,36,3,569,5.4,12.1,0.45,2.5,6.5,0.392,2.9,5.6,0.517,1.7,2.2,0.771,0.3,2.6,2.8,3.9,0.9,0.8,2.3,4.1,15.1
27,Leandro Barbosa,SG,25,PHO,82,12,2421,7,15.2,0.462,2.4,6.3,0.389,4.6,8.9,0.514,2.6,3.2,0.822,0.6,2.8,3.4,3.2,1.1,0.3,1.7,2.9,19.1
28,J.J. Barea,PG,23,DAL,44,9,460,5.6,13.3,0.418,1.6,4.2,0.389,3.9,9.1,0.431,2.2,2.7,0.8,0.3,3.4,3.7,4.5,1.1,0.1,2.7,3.8,14.9
29,Andrea Bargnani,PF,22,TOR,78,53,1861,5.4,14,0.386,1.7,5,0.345,3.7,9,0.409,2.7,3.3,0.84,1,4.6,5.6,1.7,0.4,0.7,1.7,4.1,15.3
30,Matt Barnes,PF,27,GSW,73,18,1414,4.8,11.3,0.423,1.3,4.6,0.293,3.4,6.6,0.513,1.5,2,0.747,2.4,5.9,8.2,3.5,1.2,0.9,2.2,4,12.4
31,Andre Barrett,PG,25,LAC,4,0,25,2.9,7.2,0.4,1.4,4.3,0.333,1.4,2.9,0.5,1.4,2.9,0.5,0,1.4,1.4,10.1,0,0,1.4,1.4,8.6
32,Earl Barron,C,26,MIA,46,15,889,5.3,13.2,0.404,0,0.5,0.077,5.3,12.7,0.417,2.5,3.5,0.701,2.7,5.3,8,1.2,0.8,0.3,1.9,4.6,13.2
33,Brent Barry,SF,36,SAS,31,1,554,5,10.4,0.481,3.1,7.3,0.429,1.9,3.1,0.604,1.2,1.3,0.95,0.8,2.8,3.6,3.5,1.1,0.2,1.2,2.8,14.4
34,Brandon Bass,C,22,DAL,79,1,1557,5.7,11.4,0.499,0,0.1,0,5.7,11.3,0.503,3.7,4.6,0.822,2.8,5.2,8,1.3,0.5,1.1,1.9,3.5,15.1
35,Maceo Baston,PF,32,TOR,15,2,103,5.9,8.7,0.68,0,0,,5.9,8.7,0.68,2.4,3.5,0.7,3.1,5.9,9.1,1,0.7,1.4,1.4,7,14.3
36,Shane Battier,SF,29,HOU,80,78,2907,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.9,1.3,0.743,1.6,3.4,5,1.9,1,1.1,1,2.4,9.2
37,Marco Belinelli,SG,21,GSW,33,0,241,5.4,13.9,0.387,2.4,6.1,0.39,3,7.8,0.385,1,1.3,0.778,0.4,1.6,2.1,2.2,0.7,0,1.8,2.2,14.2
38,Charlie Bell,SG,28,MIL,68,5,1628,4.1,10.7,0.381,1.6,4.8,0.341,2.5,5.9,0.413,1.5,1.9,0.805,0.7,3,3.7,4.6,1.1,0,1.7,2.7,11.4
39,Raja Bell,SG,31,PHO,75,75,2646,4.3,10.2,0.421,2.4,6,0.401,1.9,4.3,0.449,1.1,1.2,0.868,0.6,3.1,3.7,2.3,0.7,0.4,0.9,3,12.1
40,Mike Bibby,PG,29,TOT,48,44,1573,5.7,13.8,0.411,2.1,5.7,0.375,3.5,8.1,0.437,1.8,2.3,0.78,0.4,3.3,3.7,6.6,1.2,0.1,2.7,2.2,15.3
41,Andris Biedriņš,C,21,GSW,76,59,2078,5.9,9.4,0.626,0,0,,5.9,9.4,0.626,2,3.2,0.62,4.4,8.5,12.9,1.3,1,1.6,1.5,4.5,13.8
