Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
60,Elton Brand,PF,31,PHI,81,81,2809,6.4,12.6,0.512,0,0,0,6.4,12.6,0.512,2.7,3.5,0.78,3,5.6,8.7,1.5,1.2,1.4,1.3,3.1,15.6
61,Corey Brewer,SF-SG,24,TOT,69,24,1510,4.6,11.6,0.395,0.7,2.7,0.268,3.9,9,0.434,3.2,4.6,0.708,1.4,2.8,4.2,2.1,2.4,0.4,2.1,3.8,13.2
62,Ronnie Brewer,SG,25,CHI,81,1,1781,4.1,8.6,0.48,0.1,0.5,0.222,4,8.1,0.498,1.8,2.7,0.654,1.1,4.2,5.3,2.8,2.1,0.4,1.1,1.7,10.2
63,Jon Brockman,C,23,MIL,63,6,677,2.6,5,0.511,0,0,,2.6,5,0.511,2.1,3.1,0.678,3.9,5.8,9.8,1,0.7,0.2,1.3,6.3,7.2
64,Aaron Brooks,PG,26,TOT,59,12,1284,6.2,16.5,0.375,2,6.6,0.297,4.2,9.8,0.427,3.5,3.9,0.886,0.6,1.6,2.2,6.5,1,0.1,2.8,3.2,17.8
65,Derrick Brown,SF,23,TOT,49,1,576,4.6,8.2,0.565,0.3,0.6,0.5,4.3,7.6,0.57,2,3.7,0.533,2.6,3.6,6.2,2.1,1.2,0.6,2.2,3.7,11.6
66,Kwame Brown,C,28,CHA,66,50,1714,4.1,7.9,0.517,0,0,,4.1,7.9,0.517,2.9,4.9,0.589,3.1,6.4,9.5,0.9,0.5,0.8,1.4,3.7,11
67,Shannon Brown,SG,25,LAL,82,0,1568,6.3,14.8,0.425,1.7,4.9,0.349,4.6,9.9,0.462,2.1,2.3,0.911,0.8,2.8,3.6,2.2,1.5,0.4,1.7,2.8,16.3
68,Kobe Bryant*,SG,32,LAL,82,82,2779,9.6,21.2,0.451,1.5,4.6,0.323,8.1,16.6,0.487,6.3,7.6,0.828,1.1,4.4,5.4,5,1.3,0.2,3.1,2.2,26.9
69,Chase Budinger,SF,22,HOU,78,22,1738,5.8,13.6,0.425,1.8,5.7,0.325,3.9,7.9,0.497,2.4,2.9,0.855,1.1,4.7,5.8,2.6,0.8,0.4,1.4,2.4,15.8
70,Caron Butler,SF,30,DAL,29,29,867,7.1,15.7,0.45,1.2,2.7,0.431,5.9,13,0.454,2.8,3.7,0.773,0.9,4,4.9,1.9,1.2,0.3,2,2.4,18.1
71,Rasual Butler,SG,31,TOT,47,2,770,3.7,11.1,0.333,2.2,6.4,0.338,1.5,4.7,0.327,0.8,1.3,0.667,0.5,3.1,3.6,1.3,0.4,0.7,1.1,1.7,10.4
72,Andrew Bynum,C,23,LAL,54,47,1500,5.7,9.9,0.574,0,0,,5.7,9.9,0.574,3.3,5,0.66,4.1,8.1,12.2,1.8,0.5,2.5,1.8,3.4,14.7
73,Will Bynum,PG,28,DET,61,5,1125,5.8,13,0.448,0.5,1.6,0.32,5.3,11.4,0.466,3.3,3.9,0.836,0.5,1.9,2.4,6.2,1.7,0.1,2.7,3.6,15.4
74,José Calderón,PG,29,TOR,68,55,2102,4.5,10.2,0.44,1,2.7,0.365,3.5,7.5,0.466,1.5,1.8,0.854,0.5,2.9,3.5,10.4,1.4,0.1,2.5,2.4,11.5
75,Marcus Camby,C,36,POR,59,51,1540,2.7,6.9,0.398,0,0,0,2.7,6.8,0.399,1,1.6,0.614,4.3,9.9,14.2,2.8,0.9,2.2,1.4,3.3,6.5
76,Derrick Caracter,C,22,LAL,41,0,215,5.4,11.1,0.485,0,0,,5.4,11.1,0.485,2.8,3.9,0.739,3.2,4,7.2,1.2,0.7,1.7,3.2,7.9,13.6
77,Brian Cardinal,SF,33,DAL,56,4,618,2.5,5.8,0.43,2.4,5.1,0.483,0.1,0.8,0.077,1,1,0.944,0.6,2.9,3.4,2.3,1.4,0.4,1,4.8,8.4
78,Rodney Carney,SF,26,TOT,27,1,336,4.9,11.8,0.418,1.8,4.1,0.447,3.1,7.7,0.403,1.9,2.9,0.667,1.4,3.7,5.1,1.2,1.3,0.5,1.7,3.5,13.6
79,DeMarre Carroll,PF,24,TOT,12,0,50,2.9,8.6,0.333,0,0,,2.9,8.6,0.333,1.4,1.4,1,1.4,4.3,5.8,2.9,0.7,0.7,0,3.6,7.2
80,Matt Carroll,SG,30,CHA,54,1,582,5.5,12.3,0.447,1.1,2.8,0.37,4.5,9.5,0.471,2.5,3.2,0.769,0.7,3.5,4.2,1.4,1.1,0.4,1.4,2.7,14.5
81,Anthony Carter,PG,35,TOT,33,0,463,3.5,8.2,0.425,0.9,3.1,0.3,2.6,5.1,0.5,0.6,0.6,1,0.5,3.4,4,5.4,2.1,0.5,3,3.8,8.6
82,Vince Carter,SG,34,TOT,73,63,2051,6.8,15.6,0.437,2,5.6,0.361,4.8,10,0.479,2.2,3,0.74,0.9,3.9,4.8,2.6,1.2,0.4,1.6,3.4,17.9
83,Omri Casspi,SF,22,SAC,71,27,1702,4.8,11.5,0.412,1.9,5.2,0.372,2.8,6.3,0.445,1.4,2.1,0.673,1.6,4.9,6.5,1.6,1.1,0.3,1.4,2.4,12.9
84,Mario Chalmers,PG,24,MIA,70,28,1579,3.5,8.8,0.399,1.9,5.3,0.359,1.6,3.6,0.459,1.2,1.4,0.871,0.3,3.1,3.3,4,1.7,0.2,2.1,3.6,10.2
85,Tyson Chandler,C,28,DAL,74,74,2059,4.7,7.1,0.654,0,0,,4.7,7.1,0.654,3.8,5.2,0.732,3.6,8.5,12.1,0.6,0.6,1.4,1.5,4.2,13.1
86,Wilson Chandler,SF,23,TOT,72,49,2401,6.4,14.3,0.45,1.7,4.8,0.35,4.8,9.5,0.501,1.9,2.4,0.807,1.1,5,6.1,1.8,0.7,1.4,1.6,3,16.5
87,Josh Childress,SG,27,PHO,54,3,894,4.9,8.6,0.565,0,0.6,0.063,4.8,8,0.606,1.2,2.4,0.492,2.8,3.5,6.2,1.7,1.3,0.9,1.8,2.7,11
88,Earl Clark,SF,23,TOT,42,0,464,5.3,12.3,0.43,0,0.4,0,5.3,11.9,0.444,2.1,3.6,0.574,2.9,5,7.8,0.7,0.6,1.4,2.2,3.5,12.6
89,Jarron Collins,C,32,TOT,28,0,181,1.2,4.2,0.286,0,0,,1.2,4.2,0.286,1.4,2,0.7,2.8,2,4.8,0.4,0.8,0.2,1.4,5.8,3.8
90,Jason Collins,C,32,ATL,49,28,593,2.1,4.3,0.479,0.1,0.1,1,2,4.2,0.471,1.6,2.5,0.659,1.8,4.4,6.2,1.3,0.5,0.5,1.6,5.9,5.8
91,Sherron Collins,PG,23,CHA,20,0,66,3.8,13.6,0.28,1.1,5.5,0.2,2.7,8.2,0.333,0.5,0.5,1,0,2.7,2.7,4.4,1.1,0,2.2,1.1,9.3
92,Darren Collison,PG,23,IND,79,79,2360,6.1,13.3,0.457,0.6,1.9,0.331,5.4,11.4,0.479,3.1,3.5,0.871,0.6,2.8,3.4,6.1,1.3,0.2,3,1.7,15.8
93,Nick Collison,C,30,OKC,71,2,1524,3.2,5.7,0.566,0,0,,3.2,5.7,0.566,1.3,1.7,0.753,2.8,4.7,7.5,1.6,1,0.7,1.3,5,7.8
94,Mike Conley,PG,23,MEM,81,81,2872,5.3,11.9,0.444,1,2.7,0.369,4.3,9.2,0.466,2.3,3.1,0.733,0.4,2.7,3.1,6.6,1.8,0.2,2.2,2.3,13.9
95,Brian Cook,PF,30,LAC,40,0,447,5.8,13.7,0.424,2.7,6.4,0.43,3.1,7.3,0.418,1.2,1.9,0.625,1.5,6.2,7.7,1.2,1,0.9,2,6,15.5
96,Daequan Cook,SG,23,OKC,43,0,598,4.8,10.9,0.436,3.9,9.3,0.422,0.8,1.6,0.519,1,1.2,0.8,0.5,3.9,4.3,1.2,0.8,0.1,1,3.1,14.4
97,Marcus Cousin,C,24,UTA,4,0,18,4,6,0.667,0,0,,4,6,0.667,0,0,,0,6,6,0,0,2,2,2,8
98,DeMarcus Cousins,C,20,SAC,81,62,2309,6.7,15.7,0.43,0,0.3,0.167,6.7,15.4,0.435,4.3,6.3,0.687,3.4,7.5,10.9,3.2,1.3,1.1,4.2,5.2,17.8
99,Jamal Crawford,SG,30,ATL,76,0,2297,5.8,13.7,0.421,1.9,5.5,0.341,3.9,8.2,0.474,3.5,4.1,0.854,0.3,1.7,2,3.8,0.9,0.2,2.3,1.5,16.9
100,Jordan Crawford,SG,22,TOT,42,18,1027,6.7,17.5,0.384,1.2,4.5,0.258,5.6,13,0.427,2.6,2.9,0.869,1.1,2.6,3.7,4.1,1.4,0.1,2.9,2.2,17.2
101,Dante Cunningham,PF,23,TOT,78,18,1637,4.8,10.4,0.462,0,0.3,0.077,4.8,10.1,0.473,1,1.4,0.726,2.1,4,6.1,0.9,1.2,0.9,1.1,3.9,10.6
102,Stephen Curry,PG,22,GSW,74,74,2489,7.3,15.2,0.48,2.2,4.9,0.442,5.1,10.3,0.498,3.1,3.3,0.934,0.8,3.4,4.1,6.2,1.6,0.3,3.3,3.4,19.9
103,Samuel Dalembert,C,29,SAC,80,46,1938,5,10.5,0.473,0,0,0,5,10.5,0.474,2,2.7,0.73,3.9,8.3,12.2,1.2,0.7,2.2,2.5,4.2,12
104,Erick Dampier,C,35,MIA,51,22,815,2.3,3.9,0.584,0,0,0,2.3,3.9,0.591,1.1,1.9,0.545,2.3,5.5,7.8,1,0.6,2.1,1.4,3.6,5.7
105,Antonio Daniels,PG,35,PHI,4,0,35,2.1,5.1,0.4,0,2.1,0,2.1,3.1,0.667,2.1,2.1,1,0,5.1,5.1,2.1,0,0,1,0,6.2
106,Marquis Daniels,SF,30,BOS,49,0,938,4.4,8.9,0.491,0.2,0.8,0.19,4.2,8.1,0.521,1.5,2.2,0.684,0.9,3.4,4.3,2.5,1.5,0.8,1.5,2.4,10.4
107,Baron Davis,PG,31,TOT,58,44,1649,6.3,15.1,0.417,1.8,5.2,0.339,4.5,9.9,0.458,2.2,2.9,0.771,0.8,2.6,3.4,8.5,1.7,0.6,3.2,3.1,16.6
108,Ed Davis,PF,21,TOR,65,17,1602,4.8,8.4,0.576,0,0,,4.8,8.4,0.576,1.6,2.9,0.555,3.8,6.6,10.4,0.9,0.9,1.5,1.1,4.1,11.3
109,Glen Davis,C,25,BOS,78,13,2298,5.6,12.5,0.448,0,0.2,0.133,5.6,12.3,0.454,3.1,4.2,0.736,1.6,5.1,6.7,1.4,1.2,0.5,1.3,3.6,14.3
110,Austin Daye,SF,22,DET,72,16,1446,4.8,11.7,0.41,1.7,4.3,0.401,3.1,7.4,0.415,2,2.7,0.759,1.6,5.2,6.8,1.9,1,1,1.5,4.1,13.4
111,Carlos Delfino,SF,28,MIL,49,40,1590,4.5,11.6,0.39,2.4,6.4,0.37,2.2,5.2,0.415,1.4,1.7,0.8,0.5,4,4.5,2.5,1.7,0.2,1.3,1.6,12.8
112,Luol Deng,SF,25,CHI,82,82,3208,6,13,0.46,1.3,3.7,0.345,4.7,9.2,0.506,2.8,3.8,0.753,1.3,4,5.3,2.6,0.9,0.5,1.8,1.8,16
113,DeMar DeRozan,SG,21,TOR,82,82,2851,6.8,14.6,0.467,0.1,0.7,0.096,6.7,13.9,0.485,4.1,5.1,0.813,0.9,3,4,1.9,1.1,0.4,1.8,2.7,17.8
114,Boris Diaw,PF,28,CHA,82,82,2778,4.9,10,0.492,1,2.9,0.345,3.9,7.1,0.553,1.1,1.6,0.683,1.4,4,5.4,4.4,1,0.6,2.2,2.5,12
115,Ike Diogu,PF,27,LAC,36,0,470,6.4,11.3,0.561,0,0,,6.4,11.3,0.561,3.1,4.7,0.661,3.1,5.7,8.8,0.2,0.2,0.2,1.7,5.5,15.9
116,DeSagana Diop,C,29,CHA,16,0,181,1.6,4.8,0.333,0,0,,1.6,4.8,0.333,0.8,2.2,0.364,2.4,5.6,8,1.4,0.8,3,2.2,5.2,4
117,Keyon Dooling,PG,30,MIL,80,22,1757,4.2,10.6,0.397,1.7,4.8,0.346,2.6,5.8,0.439,1.6,1.9,0.83,0.2,2.2,2.4,5,1.1,0.1,1.9,2.4,11.7
118,Joey Dorsey,C,27,TOR,43,9,522,3.6,6.8,0.525,0,0,,3.6,6.8,0.525,2.1,4.5,0.477,5.4,7.7,13.1,1.9,1.7,1.2,2.7,5.4,9.3
119,Toney Douglas,SG,24,NYK,81,9,1971,5.7,13.8,0.416,2.6,7,0.373,3.1,6.8,0.46,1.6,2,0.794,1.2,3.3,4.5,4.5,1.6,0.1,1.6,3.2,15.6
120,Chris Douglas-Roberts,SF,24,MIL,44,12,884,4.8,11.1,0.429,0.6,1.9,0.326,4.2,9.2,0.449,3,3.6,0.831,0.3,3.3,3.6,2,1.2,0.5,1.4,3,13.2
121,Zabian Dowdell,PG,26,PHO,24,0,292,6.3,15.4,0.408,0.4,1.2,0.3,5.9,14.2,0.417,2,2.1,0.941,0.6,1.8,2.5,6.3,2.5,0.2,3.6,3.7,14.9
122,Goran Dragi_,PG,24,TOT,70,5,1234,5.6,12.9,0.435,1.6,4.5,0.361,4,8.3,0.476,2.4,3.9,0.624,1.1,3.1,4.1,6,1.5,0.3,3.4,3.6,15.3
123,Jared Dudley,SF,25,PHO,82,15,2140,5,10.6,0.477,1.8,4.3,0.415,3.3,6.3,0.519,2.7,3.7,0.743,1.9,3.5,5.3,1.8,1.5,0.3,1.3,2.3,14.6
124,Chris Duhon,PG,28,ORL,51,5,774,2.3,6,0.38,0.6,2.4,0.25,1.7,3.6,0.468,0.7,1.2,0.56,0.4,2,2.4,5.5,0.7,0.1,2.8,1.4,5.8
125,Tim Duncan*,C,34,SAS,76,76,2156,7,14,0.5,0,0.1,0,7,13.9,0.502,3.1,4.3,0.716,2.8,8.5,11.3,3.4,0.8,2.4,2,2,17.1
126,Mike Dunleavy,SG,30,IND,61,44,1683,5.1,11.1,0.462,2.2,5.4,0.402,3,5.7,0.519,2.1,2.7,0.8,0.6,5.3,5.9,2.2,0.9,0.6,1.5,2.3,14.6
127,Ronald Dupree,SF,30,TOR,3,0,13,2.8,11.1,0.25,0,2.8,0,2.8,8.3,0.333,0,0,,0,8.3,8.3,2.8,0,0,0,5.5,5.5
128,Kevin Durant,SF,22,OKC,78,78,3038,8.4,18.2,0.462,1.7,4.9,0.35,6.7,13.3,0.504,7,8,0.88,0.7,5.6,6.3,2.5,1,0.9,2.6,1.9,25.6
129,Devin Ebanks,SG,21,LAL,20,0,118,6.4,15.6,0.412,0.6,1.5,0.4,5.8,14,0.413,5.5,7,0.783,4.6,3.7,8.2,0.6,1.2,1.5,1.8,2.1,18.9
130,Wayne Ellington,SG,23,MIN,62,8,1181,4.9,12.1,0.403,1.5,3.7,0.397,3.4,8.4,0.406,1.3,1.6,0.792,0.8,2.5,3.3,2.2,0.9,0.1,1.6,2.6,12.5
131,Monta Ellis,SG,25,GSW,80,80,3227,8.1,18,0.451,1.5,4.2,0.361,6.6,13.7,0.478,3.8,4.8,0.789,0.5,2.6,3.1,5,1.9,0.3,2.8,2.3,21.5
132,Francisco Elson,C,34,UTA,62,1,610,3.2,6.7,0.478,0,0,,3.2,6.7,0.478,1.5,1.8,0.839,2.1,4.7,6.8,1.9,1.2,0.8,1.9,5,7.9
