Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,Darrell Arthur,PF,20,MEM,76,64,1464,4.7,10.7,0.438,0,0,0,4.7,10.7,0.44,1,1.5,0.667,2.7,5.9,8.5,1.1,1.3,1.3,1.2,5.1,10.4
23,Chucky Atkins,PG,34,TOT,33,0,412,3,9.9,0.301,1.3,5,0.263,1.7,4.9,0.339,1.3,1.4,0.938,0.4,1.7,2.1,5.2,0.9,0.2,2,2.4,8.6
24,D.J. Augustin,PG,21,CHA,72,12,1908,5,11.7,0.43,2,4.6,0.439,3,7.1,0.424,3.9,4.4,0.893,0.3,2.2,2.5,4.7,0.8,0,2.2,2.6,16
25,Kelenna Azubuike,SF,25,GSW,74,51,2375,5.9,12.8,0.464,1.4,3.2,0.448,4.5,9.6,0.469,2.8,3.5,0.808,1.7,3.9,5.6,1.8,0.9,0.8,1.4,2.8,16.1
26,Renaldo Balkman,PF,24,DEN,53,10,780,5.1,9.1,0.558,0.1,0.3,0.286,5,8.8,0.568,1.9,3,0.646,4,5.4,9.4,1.6,2.2,1.1,1.6,4.5,12.2
27,Marcus Banks,PG,27,TOT,22,0,206,3.7,10,0.368,0.5,3.3,0.158,3.1,6.6,0.474,1.9,3.1,0.611,0.2,3,3.1,4.9,1.9,0.3,2.4,4.5,9.8
28,Leandro Barbosa,SG,26,PHO,70,11,1705,7.7,16,0.482,1.9,5.1,0.375,5.8,11,0.532,3.6,4.1,0.881,0.7,3.1,3.8,3.4,1.7,0.1,2,2.4,21
29,J.J. Barea,SG,24,DAL,79,15,1600,5.5,12.5,0.442,1.2,3.5,0.357,4.3,9.1,0.474,1.6,2.1,0.753,0.8,3.2,4,6.1,0.8,0.1,2.4,2.7,13.9
30,Andrea Bargnani,PF,23,TOR,78,59,2453,6.3,14.1,0.45,1.7,4.3,0.409,4.6,9.8,0.468,3.2,3.9,0.831,1,5.1,6.1,1.4,0.5,1.4,2,3.6,17.6
31,Matt Barnes,PF,28,PHO,77,40,2082,4.9,11.7,0.423,2,5.9,0.343,2.9,5.8,0.505,1.7,2.4,0.743,1.4,5.9,7.3,3.7,0.9,0.4,2.2,3.6,13.6
32,Brent Barry,SG,37,HOU,56,1,857,2.9,7.2,0.407,2.1,5.5,0.374,0.9,1.7,0.512,0.8,0.8,0.95,0.7,3.2,3.9,3.3,1,0.1,2,1.9,8.7
33,Brandon Bass,C,23,DAL,81,0,1574,5.8,11.6,0.496,0,0.1,0,5.8,11.5,0.502,4.2,4.8,0.867,3,5.4,8.4,1,0.6,1.3,2,3.2,15.7
34,Maceo Baston,PF,33,IND,27,0,217,4.1,7.6,0.543,0,0.2,0,4.1,7.5,0.556,2.8,4.5,0.63,3.6,5,8.6,1.2,1,1.7,2,6.5,11.1
35,Tony Battie,PF,32,ORL,77,3,1202,4.7,9.7,0.489,0.1,0.3,0.222,4.7,9.4,0.497,1.6,2.5,0.659,2.8,5.6,8.3,0.9,0.8,0.7,1.4,3.4,11.1
36,Shane Battier,SG,30,HOU,60,59,2031,2.6,6.3,0.41,1.6,4.2,0.384,1,2.1,0.462,1,1.2,0.821,0.9,4.1,5.1,2.4,0.9,1,0.9,2,7.7
37,Nicolas Batum,SF,20,POR,79,76,1454,4,8.9,0.446,1.5,4.2,0.369,2.5,4.8,0.513,1,1.3,0.808,2.1,3.4,5.4,1.8,1.2,1,1.2,3.4,10.5
38,Jerryd Bayless,PG,20,POR,53,0,655,3.8,10.4,0.365,0.4,1.5,0.259,3.4,8.9,0.383,4.6,5.7,0.806,0.4,2.7,3.1,4.3,0.9,0.1,3.1,4.5,12.5
39,Michael Beasley,PF,20,MIA,81,19,2009,8.1,17.1,0.472,0.6,1.5,0.407,7.5,15.7,0.478,3.3,4.3,0.772,2,5.9,7.9,1.5,0.7,0.7,2.2,3.3,20.1
40,Marco Belinelli,SG,22,GSW,42,23,882,5.7,12.9,0.442,2.1,5.3,0.397,3.6,7.6,0.473,1.6,2.1,0.769,0.4,2.5,2.9,3.6,1.5,0,2.4,3,15.2
41,Charlie Bell,SG,29,MIL,70,23,1783,4.4,10.6,0.414,1.8,4.8,0.363,2.6,5.7,0.458,1.3,1.6,0.825,0.6,2.1,2.7,3,1,0.1,1.5,2.8,11.9
42,Raja Bell,SG,32,TOT,67,66,2315,4.6,10.6,0.437,1.8,4.2,0.421,2.9,6.4,0.448,1.4,1.6,0.853,0.6,3.1,3.8,2.2,0.8,0.1,1.3,2.6,12.4
43,Mike Bibby,PG,30,ATL,79,79,2740,5.7,13.2,0.435,2.2,5.6,0.39,3.5,7.6,0.468,1.8,2.2,0.789,0.5,3.2,3.7,5.2,1.3,0.1,1.7,1.9,15.5
44,Andris Biedriņš,C,22,GSW,62,58,1863,6,10.3,0.578,0,0,0,6,10.3,0.579,2.3,4.2,0.551,4.3,9.1,13.4,2.3,1.2,1.9,2.1,4.6,14.2
45,Chauncey Billups,PG,32,TOT,79,79,2789,5.3,12.6,0.418,2.1,5.1,0.408,3.2,7.5,0.425,5.4,5.9,0.913,0.4,2.7,3.1,6.5,1.2,0.2,2.3,2.1,18.1
46,Steve Blake,PG,28,POR,69,69,2188,4.6,10.6,0.428,2.3,5.4,0.427,2.3,5.2,0.429,1,1.2,0.84,0.5,2.4,2.8,5.7,1.1,0.1,1.8,2.1,12.5
47,Andray Blatche,C,22,WAS,71,36,1703,6.3,13.3,0.471,0.1,0.4,0.238,6.2,12.9,0.479,2.4,3.4,0.704,2.7,5.3,8,2.5,1.1,1.6,2.5,4.5,15.1
48,Mark Blount,C,33,MIA,20,0,207,5.2,13.6,0.385,1.9,4.7,0.407,3.3,8.9,0.373,1.4,2.3,0.615,1.7,5.4,7.1,0.7,0.2,1.2,2.4,3,13.7
49,Keith Bogans,SG,28,TOT,65,15,1272,3.4,9.2,0.367,2.1,6.2,0.339,1.3,3,0.425,1.5,1.6,0.912,0.9,4.8,5.7,1.8,1.2,0.1,1.2,3,10.3
50,Andrew Bogut,C,24,MIL,36,33,1124,5.9,10.2,0.577,0,0,,5.9,10.2,0.577,1.8,3.1,0.571,3.7,8.1,11.8,2.3,0.7,1.2,2.8,4.2,13.5
51,Matt Bonner,PF,28,SAS,81,67,1928,5,10,0.496,2.2,5,0.44,2.8,5,0.552,0.3,0.4,0.739,1.8,5.4,7.2,1.5,0.9,0.5,0.7,3.5,12.5
52,Josh Boone,C,24,NJN,62,7,995,4.1,7.7,0.528,0,0,,4.1,7.7,0.528,1.2,3.1,0.376,3.8,5.6,9.3,1.1,0.8,1.7,1.1,3.8,9.3
53,Calvin Booth,C,32,TOT,8,0,56,3.2,6.4,0.5,0,0,,3.2,6.4,0.5,3.9,5.1,0.75,3.2,3.9,7.1,0,0.6,1.3,0.6,6.4,10.3
54,Carlos Boozer,PF,27,UTA,37,37,1197,7.5,15.4,0.49,0,0,,7.5,15.4,0.49,2.9,4.2,0.698,3.3,8.2,11.6,2.4,1.2,0.2,2.4,4,18
55,Chris Bosh,C,24,TOR,77,77,2928,7.6,15.5,0.487,0.1,0.6,0.245,7.4,14.9,0.497,6.2,7.6,0.817,2.6,6.8,9.5,2.3,0.8,0.9,2.1,2.3,21.5
56,Bruce Bowen,SF,37,SAS,80,10,1506,1.9,4.5,0.422,1,2.3,0.429,0.9,2.1,0.416,0.3,0.6,0.538,0.4,3.1,3.5,1,0.9,0.3,0.6,2.9,5.1
57,Ryan Bowen,SF,33,NOH,21,3,219,3.6,6.2,0.579,0,0,,3.6,6.2,0.579,0.5,0.8,0.6,1.6,2.3,3.9,1.5,2.3,0.8,0.8,6.1,7.7
58,Elton Brand,PF,29,PHI,29,23,920,6.4,14.3,0.447,0,0,,6.4,14.3,0.447,2.9,4.2,0.676,3,6.9,9.9,1.4,0.7,1.8,2.7,3.1,15.6
59,Corey Brewer,SF,22,MIN,15,8,307,4.3,10.6,0.411,0.6,1.4,0.417,3.8,9.1,0.41,1.6,2.2,0.737,2.1,3.6,5.7,2.9,1.8,0.4,1.5,4.3,10.9
60,Ronnie Brewer,SF,23,UTA,81,80,2605,5.8,11.4,0.508,0.3,1.2,0.259,5.5,10.3,0.537,3.4,4.9,0.702,1.4,2.8,4.1,2.5,1.9,0.4,1.5,1.8,15.4
61,Aaron Brooks,PG,24,HOU,80,35,1998,5.7,14.1,0.404,2,5.6,0.366,3.7,8.5,0.428,2.7,3.1,0.866,0.6,2.2,2.8,4.3,0.8,0.1,2.3,2.7,16.1
62,Andre Brown,PF,27,CHA,4,0,41,0.9,6.1,0.143,0,0,,0.9,6.1,0.143,1.8,1.8,1,6.1,4.4,10.5,0.9,0.9,0,4.4,7.9,3.5
63,Bobby Brown,SG-PG,24,TOT,68,2,931,5.5,13.9,0.392,1.7,5,0.346,3.7,8.9,0.417,1.3,1.7,0.791,0.5,1.5,2,4.5,0.8,0.1,2.4,3.7,14
64,Dee Brown,PG,24,TOT,19,11,261,2.5,6.8,0.367,1,3.3,0.292,1.5,3.4,0.44,0.4,0.7,0.6,1,3,4,5,1.4,0,2.3,3.9,6.3
65,Devin Brown,SG,30,NOH,63,5,869,4.6,13,0.355,1.2,4,0.289,3.4,8.9,0.384,3.2,4.1,0.78,1.3,3.6,4.9,2.2,1.3,0.2,2.2,3.4,13.6
66,Kwame Brown,C,26,DET,58,30,999,3.2,6.1,0.533,0,0,,3.2,6.1,0.533,2.3,4.4,0.516,3.3,7.2,10.5,1.2,0.9,0.9,1.8,5,8.8
67,Shannon Brown,SG,23,TOT,48,0,477,5.9,12.5,0.473,1.1,2.8,0.378,4.8,9.7,0.5,2.4,2.9,0.821,0.8,2.5,3.3,2.9,1.7,0.5,2.9,3.2,15.2
68,Kobe Bryant*,SG,30,LAL,82,82,2960,9.7,20.8,0.467,1.4,4.1,0.351,8.3,16.7,0.496,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8
69,Greg Buckner,SF,32,MEM,63,0,878,2.5,6.5,0.384,0.5,2.1,0.255,2,4.4,0.444,0.8,1,0.8,1.3,4,5.3,2.3,1.2,0.3,1.6,4.4,6.4
70,Caron Butler,SG,28,WAS,67,67,2585,6.8,15.1,0.453,0.9,2.9,0.31,5.9,12.2,0.487,4.8,5.6,0.858,1.6,4.1,5.8,4,1.5,0.3,2.9,2.3,19.4
71,Rasual Butler,SF,29,NOH,82,74,2614,4.8,11.1,0.433,1.9,4.9,0.39,2.9,6.1,0.468,1.2,1.5,0.782,0.7,3.1,3.7,1,0.7,0.8,0.8,2.2,12.7
72,Andrew Bynum,C,21,LAL,50,50,1446,7,12.5,0.56,0,0,,7,12.5,0.56,3.8,5.4,0.707,3.4,6.5,9.9,1.8,0.4,2.2,2.1,3.9,17.8
73,Will Bynum,PG,26,DET,57,1,803,7,15.3,0.456,0.1,0.9,0.158,6.9,14.5,0.474,4.3,5.3,0.798,0.9,2.5,3.4,7,1.5,0.1,3.4,3.8,18.4
74,José Calderón,PG,27,TOR,68,68,2333,4.9,9.9,0.497,1.3,3.1,0.406,3.7,6.8,0.538,2.3,2.4,0.981,0.2,2.7,3,9.4,1.1,0.1,2.2,1.8,13.5
75,Marcus Camby,C,34,LAC,62,55,1925,4.8,9.3,0.512,0,0.1,0.25,4.7,9.2,0.514,2.5,3.4,0.725,3,9.9,12.9,2.4,1,2.5,1.7,2.4,12
76,Brian Cardinal,PF,31,MIN,64,4,909,2.6,6.7,0.385,1.2,3.6,0.326,1.4,3,0.455,1.2,1.4,0.857,1.5,4.1,5.6,3,1.5,0.5,1.9,5.3,7.5
77,Rodney Carney,SG,24,MIN,67,6,1199,5.3,12.7,0.416,2.4,6.8,0.35,2.9,5.9,0.492,1.5,2,0.758,1.1,2.7,3.8,0.8,1.4,0.9,1.3,2.8,14.4
78,Matt Carroll,SG,28,TOT,55,10,616,3.8,10,0.38,0.8,3.1,0.245,3,6.9,0.441,1.2,1.5,0.84,0.4,3.6,4,1.6,1.2,0.4,1.9,3.9,9.6
79,Anthony Carter,PG,33,DEN,78,5,1787,3.4,7.8,0.433,0.4,1.8,0.239,2.9,6,0.49,1.1,1.6,0.731,0.8,3.3,4.1,7.3,1.9,0.3,3.1,2.9,8.3
80,Vince Carter,SG,32,NJN,80,80,2946,7.2,16.4,0.437,1.8,4.8,0.385,5.3,11.6,0.459,4.1,5,0.817,0.9,4.1,5,4.6,1,0.5,2,2.9,20.3
81,Mario Chalmers,PG,22,MIA,82,82,2626,3.8,9.1,0.42,1.6,4.3,0.367,2.2,4.8,0.467,2,2.6,0.767,0.5,2.6,3.1,5.5,2.2,0.1,2.3,3.3,11.2
82,Tyson Chandler,C,26,NOH,45,45,1445,4,7.1,0.565,0,0,,4,7.1,0.565,1.9,3.3,0.579,4.1,5.7,9.8,0.5,0.4,1.4,1.7,3.6,9.9
83,Wilson Chandler,SF,21,NYK,82,70,2735,6,13.9,0.432,1.4,4.1,0.328,4.6,9.7,0.476,2.3,2.8,0.795,1.2,4.7,5.9,2.2,0.9,1,1.8,3.3,15.6
84,Speedy Claxton,PG,30,ATL,2,0,15,4.8,16.8,0.286,0,0,,4.8,16.8,0.286,2.4,4.8,0.5,0,0,0,7.2,0,0,0,2.4,12
85,Jarron Collins,C,30,UTA,26,3,201,2.9,6.3,0.457,0,0,,2.9,6.3,0.457,1.4,2,0.727,3.6,3,6.6,1.3,0.4,0.2,1.6,6.3,7.2
86,Jason Collins,C,30,MIN,31,22,422,1.9,6,0.314,0,0,,1.9,6,0.314,1.1,2.4,0.464,2.4,3.6,6,0.9,0.8,1.1,1,6.2,4.9
87,Mardy Collins,PG-SG,24,TOT,48,14,890,4.2,10,0.425,0.5,1.3,0.419,3.7,8.7,0.426,1.1,1.9,0.609,1.3,3.1,4.3,4.5,1.3,0.4,2.3,3.2,10.2
88,Nick Collison,C,28,OKC,71,40,1831,4.8,8.4,0.568,0,0,0,4.8,8.4,0.57,1.9,2.7,0.721,3.6,6.1,9.6,1.3,1,1,1.4,4.7,11.5
89,Mike Conley,PG,21,MEM,82,61,2508,4.6,10.5,0.442,1.3,3.1,0.406,3.4,7.4,0.458,2.3,2.8,0.817,0.4,3.6,4,5.1,1.3,0.1,2.1,2.1,12.8
90,Brian Cook,PF,28,TOT,30,0,171,5.9,16,0.368,2.7,6.3,0.433,3.2,9.7,0.326,1.1,1.3,0.833,1.5,5.3,6.7,1.1,0.6,0.6,2.7,5.5,15.6
91,Daequan Cook,SF,21,MIA,75,4,1833,4.8,12.7,0.375,3,7.8,0.387,1.7,4.9,0.356,1,1.1,0.875,0.4,3.3,3.7,1.4,0.8,0.2,0.8,2.5,13.5
92,Jamal Crawford,PG-SG,28,TOT,65,65,2479,6.1,14.8,0.41,2.1,5.7,0.36,4,9.1,0.441,4.4,5,0.872,0.3,2.5,2.8,4.2,0.8,0.2,2.1,1.3,18.6
93,Joe Crawford,SF,22,NYK,2,0,23,4.7,15.7,0.3,1.6,6.3,0.25,3.1,9.4,0.333,3.1,3.1,1,1.6,4.7,6.3,1.6,1.6,0,0,3.1,14.1
94,Javaris Crittenton,PG-SG,21,TOT,63,10,1174,4,8.7,0.46,0.1,0.5,0.133,4,8.3,0.478,1.6,2.8,0.576,1.7,3.3,5.1,4.6,1.2,0.2,2.5,3.1,9.7
95,Austin Croshere,PF,33,TOT,14,0,100,5,14,0.359,1.8,5.4,0.333,3.2,8.6,0.375,2.5,4.3,0.583,4,8.3,12.2,3.2,0.4,0.4,2.2,1.8,14.4
96,Eddy Curry,C,26,NYK,3,0,12,6,6,1,0,0,,6,6,1,3,9,0.333,0,12,12,0,0,0,6,15,15
97,Samuel Dalembert,C,27,PHI,82,82,2036,3.8,7.7,0.498,0,0,0,3.8,7.6,0.5,1.6,2.2,0.734,3.8,8.6,12.4,0.3,0.6,2.6,2.1,4.4,9.2
98,Erick Dampier,C,33,DAL,80,80,1836,3.6,5.5,0.65,0,0,,3.6,5.5,0.65,1.8,2.8,0.638,4.2,6.8,11.1,1.5,0.5,1.9,1.5,3.7,8.9
99,Antonio Daniels,PG,33,TOT,74,9,1021,3.5,8.3,0.419,0.8,2.1,0.367,2.7,6.2,0.438,2.8,3.5,0.8,0.2,2.5,2.7,6.2,0.9,0,2.2,1.9,10.6
100,Marquis Daniels,SF,28,IND,54,43,1700,6.6,14.6,0.451,0.4,1.9,0.2,6.2,12.7,0.489,2,2.7,0.721,1.7,3.6,5.3,2.4,1.3,0.6,2,2.5,15.5
101,Jermareo Davidson,SF,24,GSW,14,0,111,5.5,11.4,0.486,0,0,,5.5,11.4,0.486,2.6,5.5,0.471,3.2,7.8,11,0.3,0.6,1,1.6,3.9,13.6
102,Baron Davis,PG,29,LAC,65,60,2248,5.7,15.4,0.37,1.6,5.3,0.302,4.1,10.1,0.406,2.5,3.4,0.757,0.7,3.1,3.8,8,1.7,0.6,3.1,3.1,15.5
103,Glen Davis,C,23,BOS,76,16,1637,4.4,9.9,0.442,0,0.1,0.4,4.3,9.8,0.443,2.9,3.9,0.73,2.7,4,6.6,1.5,1.2,0.4,1.6,5.1,11.7
104,Paul Davis,PF,24,LAC,27,1,320,4.5,11,0.408,0,0.1,0,4.5,10.9,0.412,3,3.8,0.794,3.2,4.4,7.5,1.4,1.1,0.3,1.5,5,12
105,Ricky Davis,SG,29,LAC,36,9,785,3.8,11.2,0.339,1.6,5.1,0.315,2.2,6.1,0.358,1.4,1.7,0.861,0.4,2.3,2.8,3.8,0.9,0.2,1.8,2.9,10.6
106,Luol Deng,SF,23,CHI,49,46,1665,5.7,12.8,0.448,0.2,0.4,0.4,5.6,12.3,0.45,3.3,4.1,0.796,1.7,4.6,6.4,2,1.3,0.5,1.6,1.8,14.9
107,Boris Diaw,PF,26,TOT,81,59,2754,5.9,11.6,0.507,1,2.4,0.414,4.9,9.2,0.531,1.3,1.9,0.687,1.5,4.1,5.6,4.4,0.8,0.7,2.8,2.6,14
108,Yakhouba Diawara,SF,26,MIA,63,21,851,3.2,9.2,0.35,2.2,6.9,0.313,1.1,2.3,0.463,0.4,0.8,0.526,1.1,2.4,3.5,1.1,0.5,0.3,0.7,3.2,9
109,Travis Diener,PG,26,IND,55,0,719,3.7,9,0.413,2.3,5.9,0.39,1.4,3.1,0.459,0.6,0.8,0.8,0.3,4,4.3,6.1,1.3,0.3,1.1,2.1,10.3
110,Ike Diogu,PF,25,TOT,29,1,215,6.5,12.4,0.527,0.2,0.3,0.5,6.4,12.1,0.528,6.7,8.9,0.755,4.4,5,9.4,0.5,0.5,0.5,2,3.9,19.9
111,DeSagana Diop,C,27,TOT,75,1,1036,2.6,5.9,0.433,0,0,,2.6,5.9,0.433,0.8,2.3,0.333,4,5.5,9.5,1.1,1,1.9,1.4,4.4,5.9
112,Juan Dixon,PG,30,WAS,50,6,816,4.5,11.3,0.395,1.1,3.3,0.333,3.4,8,0.42,1.5,1.7,0.872,0.4,2.6,3,5.2,1.5,0.3,3.1,3.3,11.5
113,Keyon Dooling,PG,28,NJN,77,18,2074,4.5,10.4,0.436,1.7,4.1,0.421,2.8,6.3,0.446,2.2,2.7,0.825,0.4,2.3,2.7,4.7,1.2,0.1,1.8,2.3,13
114,Joey Dorsey,PF,25,HOU,3,0,6,6,12,0.5,0,0,,6,12,0.5,0,0,,0,6,6,6,0,0,0,0,12
115,Quincy Douby,PG,24,TOT,27,0,300,5,13.2,0.382,1.7,5.5,0.304,3.4,7.7,0.438,2,2.3,0.895,0.7,3.1,3.8,3,0.6,0.6,1.6,3.2,13.8
116,Chris Douglas-Roberts,SG,22,NJN,44,3,585,5,10.8,0.46,0.2,0.7,0.25,4.8,10.1,0.476,3.1,3.8,0.823,0.9,2.2,3.1,3.2,0.7,0.4,1.9,2.1,13.3
117,Goran Dragić,PG,22,PHO,55,1,728,4.4,11.1,0.393,1,2.7,0.37,3.4,8.4,0.4,2.5,3.2,0.769,1.6,3.5,5.1,5.5,1.4,0.1,3.6,4.3,12.2
118,Jared Dudley,SF,23,TOT,68,7,1155,4.2,8.9,0.477,0.9,2.3,0.392,3.3,6.6,0.507,2.2,3.3,0.676,2.6,3.8,6.4,1.7,1.8,0.2,1.3,3.3,11.6
119,Chris Duhon,PG,26,NYK,79,78,2906,3.6,8.4,0.421,1.6,4,0.391,2,4.4,0.449,2.2,2.6,0.856,0.6,2.5,3,7,0.9,0.1,2.7,1.6,10.9
120,Tim Duncan*,C,32,SAS,75,75,2524,8,15.8,0.504,0,0,0,8,15.8,0.505,4.8,6.9,0.692,2.9,8.5,11.4,3.8,0.5,1.8,2.4,2.5,20.7
121,Mike Dunleavy,SG,28,IND,18,14,495,6.8,16.9,0.401,2.3,6.5,0.356,4.4,10.3,0.43,3.9,4.7,0.815,1,3.9,4.9,3.2,0.9,0.7,2.8,2.6,19.7
122,Kevin Durant,SF,20,OKC,74,74,2885,8.2,17.3,0.476,1.2,2.9,0.422,7,14.5,0.486,5.6,6.5,0.863,1,5.1,6,2.6,1.2,0.7,2.8,1.7,23.3
123,Monta Ellis,SG,23,GSW,25,25,892,7.8,17.4,0.451,0.3,1,0.308,7.5,16.3,0.46,3.1,3.8,0.83,0.6,3.8,4.4,3.8,1.6,0.3,2.7,2.7,19.1
124,Francisco Elson,C,32,MIL,59,23,977,3.1,6.2,0.491,0,0.1,0.25,3,6.1,0.497,1.2,1.4,0.846,3.7,4.8,8.4,1.2,1.3,1.3,1.8,5.3,7.4
125,Melvin Ely,C,30,NOH,31,4,373,3.6,9.2,0.389,0,0,,3.6,9.2,0.389,2.2,3.5,0.639,2.9,3.3,6.2,1.7,0.2,0.9,2.2,5.6,9.4
126,Maurice Evans,SF,30,ATL,80,25,1840,4.1,9.4,0.432,1.9,4.9,0.395,2.2,4.6,0.47,1.2,1.4,0.822,1.7,3,4.8,1.1,1,0.2,0.8,3.2,11.2
127,Reggie Evans,PF,28,PHI,79,7,1137,2.5,5.6,0.444,0,0,0,2.5,5.6,0.446,3.3,5.5,0.594,4.3,7.2,11.4,0.8,1.3,0.3,2.2,5.1,8.3
128,Jordan Farmar,PG,22,LAL,65,0,1192,4.9,12.4,0.391,1.5,4.4,0.336,3.4,8,0.421,1.4,2.3,0.584,0.7,2.9,3.5,4.7,1.7,0.3,2.6,3.2,12.6
129,Desmon Farmer,SG,27,SAS,3,0,54,2.7,9.3,0.286,2,8,0.25,0.7,1.3,0.5,1.3,1.3,1,0,4,4,1.3,0,0,2.7,4,8.7
130,Raymond Felton,PG,24,CHA,82,81,3086,5.2,12.6,0.408,0.7,2.4,0.285,4.5,10.2,0.437,2.6,3.2,0.805,0.6,3,3.6,6.5,1.5,0.3,2.7,2.2,13.6
131,Rudy Fernández,SG,23,POR,78,4,1993,4.8,11.4,0.425,2.9,7.2,0.399,2,4.2,0.47,2.2,2.6,0.839,0.8,2.9,3.7,2.9,1.2,0.2,1.6,2,14.7
132,Kyrylo Fesenko,C,22,UTA,21,1,156,4.8,8.3,0.583,0,0,,4.8,8.3,0.583,1.6,4.8,0.333,3.2,5.3,8.5,0.9,1.6,3.5,2.1,8.1,11.3
