Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
26,J.J. Barea,PG,35,DAL,29,6,450,6.8,16.6,0.411,2.6,6.8,0.376,4.2,9.8,0.434,1.6,1.8,0.909,0.8,3.4,4.2,9,0.4,0.2,3,2.2,17.8
27,Harrison Barnes,PF,27,SAC,72,72,2482,5.3,11.5,0.46,1.5,3.9,0.381,3.8,7.6,0.501,3.1,3.9,0.801,1.1,4,5.1,2.3,0.6,0.2,1.3,1.3,15.2
28,RJ Barrett,SG,19,NYK,56,55,1704,6.2,15.4,0.402,1.3,4.2,0.32,4.8,11.2,0.432,3.3,5.4,0.614,1.1,4.8,5.9,3,1.2,0.4,2.6,2.6,17
29,Will Barton,SF,29,DEN,58,58,1916,6.2,13.9,0.45,2,5.4,0.375,4.2,8.5,0.498,1.9,2.5,0.767,1.4,5.4,6.9,4,1.1,0.5,1.7,2.3,16.4
30,Keita Bates-Diop,PF-SF,24,TOT,44,0,744,4.8,11.3,0.427,1.6,5,0.33,3.2,6.3,0.504,2.6,3.6,0.72,1.2,4.9,6.1,1.5,0.9,1.2,0.8,2.1,13.9
31,Nicolas Batum,SF,31,CHO,22,3,505,2,5.8,0.346,1,3.5,0.286,1,2.3,0.438,0.6,0.7,0.9,1.8,5.3,7.1,4.7,1.2,0.6,1.6,2.9,5.6
32,Aron Baynes,C,33,PHO,42,28,934,7.1,14.7,0.48,2.3,6.5,0.351,4.8,8.2,0.582,2.2,2.9,0.747,2.7,6.4,9.1,2.6,0.4,0.9,1.9,5.4,18.5
33,Kent Bazemore,SF,30,TOT,68,21,1688,4.3,11.4,0.375,1.8,5.2,0.344,2.5,6.2,0.4,2.4,3.1,0.769,0.6,5.7,6.3,2,1.6,0.9,1.9,4.2,12.7
34,Darius Bazley,PF,19,OKC,61,9,1130,4,10.1,0.394,1.6,4.5,0.348,2.4,5.6,0.432,1.4,2,0.694,1,6.9,7.8,1.3,0.7,1.3,1.4,1.8,10.9
35,Bradley Beal,SG,26,WAS,57,57,2053,10.4,22.8,0.455,3,8.4,0.353,7.4,14.4,0.515,6.8,8,0.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
36,Malik Beasley,SG,23,TOT,55,14,1209,6.8,15.9,0.425,3.2,8.2,0.388,3.6,7.7,0.465,1.6,2,0.818,0.5,3.9,4.4,2.2,1.2,0.2,1.7,2.3,18.3
37,Marco Belinelli,SG,33,SAS,57,0,883,5,12.8,0.392,2.7,7.3,0.376,2.3,5.5,0.412,2,2.4,0.828,0.3,3.8,4,2.8,0.5,0,0.8,1.8,14.7
38,Jordan Bell,C,25,TOT,29,0,256,4.9,9.4,0.522,0.6,1.7,0.333,4.4,7.7,0.564,2.7,4.4,0.613,4.2,7.2,11.4,2.3,0.4,1.4,3,2.7,13.1
39,DeAndre' Bembry,SG,25,ATL,43,4,915,4.1,9,0.456,0.6,2.6,0.231,3.5,6.4,0.546,1,1.9,0.542,1.3,4.6,6,3.2,2.2,0.7,2.4,3.3,9.8
40,Dragan Bender,PF-C,22,TOT,16,3,286,5.2,11.6,0.446,1.9,5.4,0.349,3.3,6.2,0.531,1.3,1.8,0.714,2,7.2,9.2,3.5,0.5,1.1,2.6,5.3,13.5
41,D_vis Bert_ns,PF,27,WAS,54,4,1583,6,13.9,0.434,4.5,10.7,0.424,1.5,3.1,0.471,2.4,2.8,0.852,0.8,4.8,5.6,2.1,0.8,0.8,1.3,3.2,19
42,Patrick Beverley,PG,31,LAC,51,50,1342,3.9,9.1,0.431,2.1,5.5,0.388,1.8,3.6,0.496,0.8,1.3,0.66,1.5,5.6,7.1,4.9,1.4,0.7,1.8,4.2,10.9
43,Khem Birch,C,27,ORL,48,24,922,2.9,5.6,0.51,0,0,0,2.9,5.5,0.514,2.6,3.9,0.653,3.6,5,8.6,2,0.8,0.9,1.2,3.6,8.3
44,Goga Bitadze,C,20,IND,54,2,471,5.4,11.5,0.467,0.6,3.2,0.19,4.7,8.3,0.574,1.8,2.5,0.727,1.9,6.2,8.1,1.8,0.8,2.8,2.1,5,13.1
45,Bismack Biyombo,C,27,CHO,53,29,1029,5.3,9.7,0.543,0,0,,5.3,9.7,0.543,3.2,5.3,0.603,4.2,6.6,10.8,1.7,0.3,1.7,1.7,4.1,13.7
46,Nemanja Bjelica,PF,31,SAC,72,67,2011,5.6,11.7,0.481,2.4,5.7,0.419,3.2,6,0.541,1.2,1.5,0.821,2,6.2,8.2,3.6,1.1,0.7,1.8,3.9,14.9
47,Eric Bledsoe,PG,30,MIL,61,61,1646,7.3,15.4,0.475,1.6,4.7,0.344,5.7,10.7,0.533,3.7,4.7,0.79,0.9,5.2,6.2,7.2,1.2,0.6,3.2,2.8,19.9
48,Bogdan Bogdanovi_,SG,27,SAC,61,28,1766,6.9,15.6,0.44,3.3,9,0.372,3.5,6.6,0.532,1.8,2.4,0.741,0.5,3.7,4.2,4.2,1.3,0.3,2.1,2.7,18.8
49,Bojan Bogdanovi_,SF,30,UTA,63,63,2083,7.2,16.2,0.447,3.3,7.9,0.414,4,8.3,0.479,4.3,4.8,0.903,0.7,3.8,4.5,2.3,0.6,0.1,2.7,1.9,22
50,Bol Bol,PF,20,DEN,7,0,87,5.8,11.6,0.5,1.7,3.7,0.444,4.1,7.9,0.526,3.3,4.1,0.8,2.1,5.8,7.9,2.5,0.8,2.5,4.1,4.6,16.6
51,Jonah Bolden,C,24,TOT,7,0,47,3.1,8.4,0.364,0,3.1,0,3.1,5.4,0.571,1.5,3.1,0.5,2.3,4.6,6.9,0,2.3,1.5,1.5,7.7,7.7
52,Marques Bolden,C,21,CLE,1,0,3,0,0,,0,0,,0,0,,0,0,,0,24,24,0,12,0,0,12,0
53,Jordan Bone,PG,22,DET,10,0,53,3.4,13.6,0.25,1.4,6.8,0.2,2,6.8,0.3,0,0,,0,2.7,2.7,5.4,0.7,0,1.4,4.1,8.2
54,Isaac Bonga,SF,20,WAS,66,49,1250,3.4,6.7,0.504,0.7,2,0.352,2.7,4.7,0.571,2,2.4,0.812,2,4.3,6.4,2.2,1.3,0.6,1.7,4.5,9.5
55,Devin Booker,SG,23,PHO,70,70,2512,9,18.4,0.489,2,5.7,0.354,7,12.7,0.549,6.7,7.3,0.919,0.4,3.8,4.3,6.5,0.7,0.3,3.8,3.1,26.7
56,Chris Boucher,C,27,TOR,62,0,819,6.2,13.1,0.472,1.7,5.2,0.322,4.5,8,0.569,4,5.1,0.784,4.7,7.5,12.2,1.1,1,2.7,1.2,5,18.1
57,Brian Bowen,SF,21,IND,6,1,31,3.5,11.6,0.3,0,2.3,0,3.5,9.3,0.375,0,0,,1.2,7,8.1,0,0,1.2,1.2,3.5,7
58,Ky Bowman,PG,22,GSW,45,12,1015,4.8,11.4,0.417,1.2,3.8,0.308,3.6,7.6,0.472,1.2,1.5,0.829,0.9,3.4,4.3,4.6,1.6,0.4,2.5,3.6,11.9
59,Avery Bradley,SG,29,LAL,49,44,1186,5.2,11.6,0.444,1.9,5.3,0.364,3.2,6.4,0.51,0.6,0.7,0.833,0.5,2.9,3.5,1.9,1.3,0.2,1.4,3.3,12.8
60,Tony Bradley,C,22,UTA,58,3,663,6.8,10.3,0.667,0.2,0.2,1,6.7,10.1,0.661,1.6,2.5,0.652,6,8.5,14.5,1.2,0.8,1.8,1.6,6.2,15.5
61,Jarrell Brantley,PF,23,UTA,9,0,96,3.7,10.5,0.357,1.1,4.9,0.231,2.6,5.6,0.467,0.4,0.7,0.5,0.7,6.8,7.5,4.1,1.1,1.9,2.6,2.6,9
62,Ignas Brazdeikis,SF,21,NYK,9,0,53,4.1,14.9,0.273,0.7,6.1,0.111,3.4,8.8,0.385,2.7,3.4,0.8,1.4,2,3.4,2.7,0,0.7,1.4,2,11.5
63,Corey Brewer,PF,33,SAC,5,0,33,2.2,4.4,0.5,0,1.1,0,2.2,3.3,0.667,1.1,3.3,0.333,2.2,6.5,8.7,2.2,4.4,0,2.2,7.6,5.5
64,Mikal Bridges,SF,23,PHO,73,32,2042,4.4,8.5,0.51,1.2,3.4,0.361,3.1,5.1,0.61,1.8,2.2,0.844,1.2,4,5.1,2.3,1.8,0.8,1.3,2.9,11.8
65,Miles Bridges,SF,21,CHO,65,64,1995,5.8,13.6,0.424,1.8,5.4,0.33,4,8.2,0.486,1.9,2.4,0.809,1.6,4.9,6.5,2.1,0.7,0.9,1.7,2.4,15.2
66,Oshae Brissett,SF,21,TOR,19,0,135,3.5,9.6,0.361,0.8,4,0.2,2.7,5.6,0.476,2.1,2.7,0.8,2.4,4.5,6.9,1.9,1.1,0.3,1.9,4.8,9.9
67,Ryan Broekhoff,SF,29,DAL,17,1,180,4.4,11.8,0.373,4,10.2,0.392,0.4,1.6,0.25,1.4,1.6,0.875,1,7.6,8.6,2.2,1,0.8,1.2,3,14.2
68,Malcolm Brogdon,PG,27,IND,54,54,1666,7,16.1,0.438,1.6,5,0.326,5.4,11.1,0.488,3.6,4,0.892,1,4.7,5.7,8.2,0.8,0.2,2.8,2.1,19.3
69,Dillon Brooks,SG,24,MEM,73,73,2112,7.4,18.2,0.407,2.5,7,0.358,4.9,11.2,0.438,2.8,3.5,0.808,1.2,3,4.1,2.6,1.1,0.5,2.1,4.7,20.1
70,Bruce Brown,PG,23,DET,58,43,1634,4.4,9.8,0.443,0.7,2.1,0.344,3.6,7.7,0.47,1.9,2.6,0.739,1.3,4.7,6,5.1,1.4,0.6,2.2,3.6,11.4
71,Charlie Brown,SG,22,ATL,10,0,40,5.4,17.1,0.316,2.7,8.1,0.333,2.7,9,0.3,4.5,4.5,1,1.8,1.8,3.6,1.8,1.8,1.8,2.7,2.7,18
72,Jaylen Brown,SG,23,BOS,57,57,1934,7.9,16.5,0.481,2.4,6.3,0.382,5.5,10.2,0.543,3.3,4.5,0.724,1.2,5.6,6.8,2.2,1.2,0.4,2.3,3.1,21.6
73,Moses Brown,C,20,POR,9,0,33,4.4,10.9,0.4,0,0,,4.4,10.9,0.4,3.3,8.7,0.375,3.3,12,15.3,1.1,1.1,1.1,3.3,7.6,12
74,Sterling Brown,SF,24,MIL,52,1,767,4.5,12,0.371,2.1,6.4,0.324,2.4,5.6,0.425,1.5,1.9,0.8,1.5,7.1,8.6,2.4,1.4,0.3,2,2.5,12.5
75,Troy Brown Jr.,SF,20,WAS,69,22,1782,5.5,12.6,0.439,1.2,3.6,0.341,4.3,8.9,0.479,2.2,2.8,0.784,1.5,6.2,7.7,3.6,1.7,0.1,1.6,2.7,14.5
76,Jalen Brunson,PG,23,DAL,57,16,1022,6.4,13.7,0.466,1.5,4.2,0.358,4.9,9.4,0.515,2.1,2.6,0.813,0.8,3.9,4.7,6.6,0.8,0.1,2.3,2.6,16.4
77,Thomas Bryant,C,22,WAS,46,36,1147,7.6,13.1,0.581,1.2,2.9,0.407,6.5,10.3,0.63,2.7,3.6,0.741,3.1,7.3,10.4,2.6,0.8,1.5,1.7,3.2,19.1
78,Reggie Bullock,SG,28,NYK,29,19,684,4.7,11.8,0.402,1.9,5.8,0.333,2.8,5.9,0.469,0.9,1.1,0.81,0.7,2.9,3.6,2.2,1.3,0.2,1,2.9,12.3
79,Trey Burke,PG,27,TOT,33,1,520,6.5,14.5,0.45,2.2,5.2,0.427,4.3,9.3,0.463,1.6,2,0.793,1.1,2.4,3.5,5.7,1.1,0.1,1.5,2.3,16.8
80,Alec Burks,SF-SG,28,TOT,66,19,1754,6.6,15.8,0.418,2.4,6.2,0.385,4.2,9.6,0.439,4.8,5.4,0.887,1,4.8,5.8,3.9,1.3,0.3,1.9,2.6,20.4
81,Deonte Burton,SF,26,OKC,39,0,356,4.3,12.6,0.344,1,5.4,0.189,3.3,7.3,0.458,0.8,1.4,0.571,0.7,5.1,5.8,1.7,0.7,1,1.9,3.4,10.5
82,Jimmy Butler,SF,30,MIA,58,58,1959,6.3,13.9,0.455,0.5,2.2,0.244,5.8,11.7,0.495,8,9.6,0.834,1.9,5.1,7.1,6.4,1.9,0.6,2.3,1.5,21.3
83,Bruno Caboclo,C,24,TOT,30,0,244,5.6,13.1,0.427,0.9,4.9,0.182,4.7,8.3,0.571,1.2,1.3,0.889,3.4,5.5,8.9,1.8,2.2,2.5,1.9,4.6,13.3
84,Devontae Cacok,C,23,LAL,1,0,9,12,24,0.5,0,0,,12,24,0.5,0,0,,8,12,20,4,0,0,0,0,24
85,Kentavious Caldwell-Pope,SG,26,LAL,69,26,1762,4.8,10.4,0.467,1.9,4.9,0.385,3,5.5,0.541,1.6,2.1,0.775,0.8,2.1,2.9,2.3,1.2,0.3,1.3,2.6,13.2
86,Vlatko _an_ar,PF,22,DEN,14,0,45,4.8,12,0.4,0.8,4.8,0.167,4,7.2,0.556,3.2,3.2,1,4,4,8,2.4,0.8,0.8,2.4,5.6,13.6
87,Clint Capela,C,25,HOU,39,39,1279,6.9,10.9,0.629,0,0,,6.9,10.9,0.629,1.5,2.9,0.529,4.7,10.4,15.1,1.4,0.9,2,1.8,2.9,15.3
88,DeMarre Carroll,SF-C,33,TOT,24,0,290,3.1,8.2,0.379,1,4.1,0.242,2.1,4.1,0.515,3.6,5.2,0.69,1.5,5.3,6.8,3.1,1,0.6,2.1,4,10.8
89,Jevon Carter,PG,24,PHO,58,2,945,3.8,9.3,0.416,2.4,5.6,0.425,1.5,3.7,0.402,0.9,1,0.852,1.1,3.4,4.5,3.2,1.8,0.6,1.2,3.3,10.9
90,Vince Carter,PF,43,ATL,60,0,876,4.4,12.5,0.352,2.5,8.3,0.302,1.9,4.2,0.451,0.9,1.2,0.793,0.7,4.4,5.1,2,0.9,1,1.4,3.7,12.2
91,Wendell Carter Jr.,C,20,CHI,43,43,1256,5.2,9.8,0.534,0.2,0.8,0.207,5.1,9,0.564,3.2,4.4,0.737,4,7.6,11.6,1.5,0.9,1,2.1,4.6,13.9
92,Michael Carter-Williams,SG,28,ORL,45,0,833,4.8,11.2,0.427,1,3.2,0.293,3.8,8,0.481,3.4,4.1,0.832,2,4.4,6.4,4.7,2.1,1,2.2,3.8,14
93,Alex Caruso,PG,25,LAL,64,2,1175,3.7,8.9,0.412,1.2,3.7,0.333,2.5,5.2,0.468,2.1,2.9,0.734,0.5,3.2,3.8,3.8,2.1,0.6,1.6,3,10.7
94,Willie Cauley-Stein,C,26,TOT,54,39,1097,5.7,9.9,0.579,0,0,0,5.7,9.9,0.581,1.3,2.2,0.606,2.8,7.6,10.3,2.3,1.6,2,1.3,4,12.8
95,Tyson Chandler,C,37,HOU,26,5,219,2.3,3,0.778,0,0,,2.3,3,0.778,1,2.1,0.462,4.1,6.7,10.8,1,1,1.3,1.3,5.3,5.6
96,Wilson Chandler,PF,32,BRK,35,3,734,3.6,9,0.404,1.8,5.9,0.306,1.8,3,0.597,1,1.1,0.87,0.5,6.6,7.1,1.9,0.8,0.6,1.7,3.9,10.1
97,Joe Chealey,PG,24,CHO,4,0,33,0,7.6,0,0,4.4,0,0,3.3,0,2.2,2.2,1,0,0,0,1.1,4.4,0,2.2,2.2,2.2
98,Zylan Cheatham,PF,24,NOP,4,0,51,4.2,6.4,0.667,0,0.7,0,4.2,5.6,0.75,0,0,,2.1,4.2,6.4,2.1,0.7,0.7,2.8,7.1,8.5
99,Chris Chiozza,PG,24,TOT,28,2,401,4.9,12.6,0.393,2.4,6.5,0.375,2.5,6.1,0.412,0.4,0.4,1,0.8,4,4.8,7.5,1.9,0.4,2.9,3.3,12.7
100,Marquese Chriss,PF,22,GSW,59,21,1196,6.3,11.6,0.545,0.2,1.2,0.205,6.1,10.4,0.584,3.6,4.7,0.769,3.4,7.6,11,3.4,1.2,1.9,2.3,3.7,16.5
101,Gary Clark,SF-PF,25,TOT,42,5,567,3.4,8.4,0.406,2.5,7,0.351,1,1.4,0.682,0.6,0.6,0.9,2.3,4.6,7,1.1,0.4,1.4,0.6,2.9,9.9
102,Brandon Clarke,PF,23,MEM,58,4,1300,8.2,13.3,0.618,0.6,1.8,0.359,7.6,11.5,0.658,2.4,3.1,0.759,2.5,7,9.6,2.2,0.9,1.3,1.5,2.8,19.4
103,Jordan Clarkson,SG,27,TOT,71,2,1705,8.3,18.3,0.454,3.2,8.7,0.368,5.1,9.6,0.533,2.9,3.5,0.836,1.1,2.9,3.9,2.9,1,0.3,2,2.3,22.8
104,Nicolas Claxton,C,20,BRK,15,0,187,5.2,9.2,0.563,0.2,1.3,0.143,5,7.9,0.634,2.1,4,0.524,3.7,4.8,8.5,3.1,0.2,1.5,1.7,2.7,12.7
105,Chris Clemons,SG,22,HOU,33,0,291,7.1,17.6,0.401,4.6,13.2,0.346,2.5,4.3,0.571,1.2,1.4,0.909,0.5,3.2,3.7,3.3,1.1,0.7,2.4,3.2,19.9
106,Antonius Cleveland,SG,25,DAL,11,0,46,3.1,11,0.286,0,2.3,0,3.1,8.6,0.364,2.3,3.9,0.6,1.6,3.9,5.5,0.8,0.8,2.3,1.6,6.3,8.6
107,Amir Coffey,SG,22,LAC,18,1,159,5.2,12.2,0.426,1.4,4.3,0.316,3.8,7.9,0.486,1.4,2.5,0.545,0.9,2.7,3.6,3.2,1.1,0.5,1.8,4.5,13.1
108,John Collins,PF,22,ATL,41,41,1363,9.3,16,0.583,1.6,3.9,0.401,7.8,12.1,0.642,3.2,4,0.8,3.1,7.9,11,1.6,0.8,1.7,2,3.6,23.4
109,Zach Collins,PF,22,POR,11,11,290,4,8.4,0.471,0.9,2.4,0.368,3.1,6.1,0.51,0.7,1,0.75,3.1,5.5,8.6,2,0.6,0.6,1.7,4.5,9.6
110,Mike Conley,PG,32,UTA,47,41,1363,6.1,15,0.409,2.5,6.8,0.375,3.6,8.2,0.437,3,3.7,0.827,0.9,3.1,4,5.5,1,0.1,2.4,2.7,17.8
111,Pat Connaughton,SG,27,MIL,67,4,1243,4,8.7,0.455,1.6,4.8,0.331,2.4,3.9,0.607,0.9,1.2,0.775,1.7,6.5,8.2,3.1,0.7,0.9,1.5,2,10.4
112,Quinn Cook,PG,26,LAL,44,1,508,6.4,15.2,0.425,2.2,6,0.365,4.3,9.1,0.465,0.8,1,0.786,0.8,2.8,3.6,3.5,0.9,0.1,2.3,1.9,15.9
113,Tyler Cook,PF-SF,22,TOT,13,0,54,5.3,8,0.667,0,0,,5.3,8,0.667,4.7,5.3,0.875,4,5.3,9.3,0.7,2,0,2,3.3,15.3
114,Robert Covington,PF-C,29,TOT,70,68,2137,5.1,12.2,0.422,2.7,8.1,0.335,2.4,4.1,0.593,1.7,2.1,0.798,1.1,6.7,7.8,1.5,1.9,1.6,1.7,3.7,14.7
115,Allen Crabbe,SG-SF,27,TOT,37,1,653,3.5,9.8,0.356,2,6.6,0.303,1.5,3.2,0.466,0.6,0.8,0.714,0.6,3.6,4.2,1.8,0.8,0.2,0.9,2.6,9.5
116,Torrey Craig,SF,29,DEN,58,27,1072,4.2,9,0.461,1.5,4.6,0.326,2.7,4.4,0.603,0.7,1.2,0.611,2.1,4.2,6.3,1.6,0.8,1.2,0.8,4.5,10.6
117,Jamal Crawford,SG,39,BRK,1,0,6,12,24,0.5,6,12,0.5,6,12,0.5,0,0,,0,0,0,18,0,0,0,6,30
118,Jae Crowder,SF-PF,29,TOT,65,53,1875,4.3,10.8,0.401,2.6,7.6,0.343,1.7,3.2,0.538,1.9,2.4,0.776,1,6.4,7.4,3.1,1.4,0.5,1.3,2.7,13.1
119,Jarrett Culver,SG,20,MIN,63,35,1506,5.5,13.6,0.404,1.6,5.3,0.299,3.9,8.3,0.471,1.3,2.8,0.462,1.7,3.4,5.1,2.6,1.4,0.9,1.9,3,13.9
120,Seth Curry,SG,29,DAL,64,25,1576,6.5,13.1,0.495,3.3,7.3,0.452,3.2,5.8,0.549,1.8,2.2,0.825,0.6,2.7,3.3,2.8,0.9,0.2,1.4,2.6,18.1
121,Stephen Curry,PG,31,GSW,5,5,139,8.5,21.2,0.402,3.1,12.7,0.245,5.4,8.5,0.636,6.7,6.7,1,1,5.7,6.7,8.5,1.3,0.5,4.1,2.8,26.9
122,Troy Daniels,SG,28,TOT,47,0,532,4.9,12.6,0.387,3.1,8.9,0.348,1.8,3.7,0.481,0.7,1.1,0.625,0.8,2.7,3.5,1.2,0.7,0.2,0.8,2.5,13.5
123,Anthony Davis,PF,26,LAL,62,62,2131,9.3,18.5,0.503,1.2,3.7,0.33,8.1,14.8,0.546,7.5,8.9,0.846,2.4,7.3,9.7,3.4,1.5,2.4,2.6,2.6,27.3
124,Ed Davis,C,30,UTA,28,1,303,2.6,5.5,0.478,0,0,,2.6,5.5,0.478,0.8,1.7,0.5,4.2,8.3,12.5,1.4,1.3,1.1,1.5,7.2,6.1
125,Terence Davis,SG,22,TOR,72,4,1209,5.9,13,0.456,2.8,7.2,0.388,3.1,5.8,0.541,1.5,1.8,0.864,1.5,5.6,7.1,3.4,1.2,0.4,2.3,3.7,16.2
126,Dewayne Dedmon,C,30,TOT,44,18,774,4.7,11.9,0.4,1,5,0.206,3.7,6.9,0.541,1.4,1.7,0.833,2.8,8.8,11.6,1,1.2,1.9,2.7,6.2,11.9
127,Matthew Dellavedova,PG,29,CLE,57,4,821,2.7,7.7,0.354,0.9,4,0.231,1.8,3.7,0.488,1.4,1.6,0.865,0.8,2.5,3.3,7.9,0.9,0.1,2.6,3.4,7.8
128,DeMar DeRozan,SF,30,SAS,68,68,2316,8.7,16.3,0.531,0.1,0.5,0.257,8.5,15.8,0.54,5.9,7,0.845,0.7,5.1,5.8,5.9,1.1,0.3,2.5,2.8,23.4
129,Cheick Diallo,C,23,PHO,47,2,479,6.9,10.7,0.648,0.1,0.2,0.333,6.8,10.4,0.655,2.6,2.9,0.872,2.3,7.6,9.8,1.7,0.8,0.9,2.4,4.1,16.5
130,Hamidou Diallo,SF,21,OKC,46,3,896,5.3,11.9,0.446,0.6,2.3,0.281,4.7,9.6,0.485,1.5,2.5,0.603,1.8,4.9,6.7,1.4,1.5,0.4,2,4.1,12.8
131,Gorgui Dieng,C,30,TOT,63,17,1096,5.5,12,0.456,1.8,5,0.355,3.7,7,0.528,2.6,3.3,0.772,3,8.6,11.6,2.4,1.7,1.9,2,4.1,15.2
